# 060230e8
Energy: Psychic
2 A1 129
2 A1 130
1 A1 225
1 A2 147
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
2 A3b 055
2 A3b 099
2 P-A 005
2 P-A 007

# 44282c6e
Energy: Psychic
1 A1 129
1 A1 132
1 A1 225
1 A2 068
1 A2 146
1 A2 147
1 A2 150
1 A2b 069
2 A3 144
2 A3b 034
2 A3b 055
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 5eb37ea4
Energy: Psychic
2 A1 129
1 A1 223
1 A1 225
2 A2 068
1 A2 147
1 A2b 070
2 A3 144
2 A3b 034
2 A3b 055
2 A3b 099
2 P-A 005
2 P-A 007

# 65fd856a
Energy: Psychic
2 A1 129
1 A1 132
1 A1 223
1 A1 225
1 A1a 032
1 A2 068
2 A2 147
2 A2b 070
1 A3 144
2 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# 7e4275f3
Energy: Psychic
2 A1 129
1 A1 223
2 A2 068
1 A2 146
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
2 A3b 055
2 A3b 099
2 P-A 005
2 P-A 007

# 8d884952
Energy: Psychic
1 A1 129
1 A1 132
1 A1 223
1 A1 225
1 A1a 068
1 A2 068
1 A2 069
1 A2 155
1 A2b 035
1 A3 144
2 A3b 034
2 A3b 055
2 A3b 066
2 P-A 005
2 P-A 007

# 940700ef
Energy: Psychic
2 A1 129
1 A1 130
1 A1 132
1 A1 223
1 A2 068
1 A2 147
1 A2 155
2 A3 144
1 A3 151
2 A3b 034
2 A3b 055
1 A3b 099
2 P-A 005
2 P-A 007

# 9ee2d4a8
Energy: Psychic
2 A1 129
1 A1 225
1 A1a 068
2 A2 068
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
2 A3b 055
2 A3b 099
2 P-A 005
2 P-A 007

# d104c145
Energy: Psychic
2 A1 129
1 A1 132
1 A1 223
1 A1 225
1 A1a 068
1 A2 068
2 A2 147
1 A2 150
2 A3 144
2 A3b 034
2 A3b 055
2 P-A 005
2 P-A 007

# e8bfb2a4
Energy: Psychic
2 A1 129
1 A1 132
1 A1 225
2 A2 068
1 A2 078
1 A2 147
1 A2 155
2 A3 144
2 A3b 034
2 A3b 055
1 A3b 099
2 P-A 005
2 P-A 007

# f643635c
Energy: Psychic
2 A1 129
2 A1 130
1 A1 131
1 A1 132
1 A1 225
1 A1a 068
1 A2 147
2 A3 144
2 A3b 034
2 A3b 055
1 A3b 067
2 P-A 005
2 P-A 007

# fde5ed4b
Energy: Psychic
2 A1 129
1 A1 225
2 A2 068
1 A2 150
1 A2 155
2 A3 144
2 A3b 034
2 A3b 055
2 A3b 099
2 P-A 005
1 P-A 006
2 P-A 007
