# 01fdc8e3
Energy: Water
2 A1 074
2 A1 076
2 A1 078
2 A1 220
2 A1a 017
1 A1a 056
1 A1a 068
1 A2 146
2 A2 147
1 A2 154
2 P-A 005
2 P-A 007

# 06d61e2d
Energy: Water
2 A1 074
2 A1 076
1 A1 077
2 A1 078
2 A1 220
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 15d4b790
Energy: Water
2 A1 074
2 A1 076
2 A1 078
1 A1 206
2 A1 220
1 A1 225
2 A1a 017
1 A1a 019
1 A1a 068
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 201bae76
Energy: Water
1 A1 074
1 A1 076
2 A1 078
1 A1 079
2 A1 220
2 A1 225
2 A1a 017
1 A1a 019
1 A1a 061
2 A1a 068
2 P-A 005
1 P-A 006
2 P-A 007

# 3d3664df
Energy: Water
2 A1 074
2 A1 076
2 A1 078
2 A1 220
2 A1a 017
2 A2 050
2 A2 147
2 P-A 002
2 P-A 005
2 P-A 007

# 4633a47f
Energy: Water
2 A1 074
2 A1 076
2 A1 077
2 A1 078
2 A1 220
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 69da6a18
Energy: Water
1 A1 074
1 A1 076
2 A1 077
2 A1 078
1 A1 084
2 A1 220
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 704310c3
Energy: Water
2 A1 074
2 A1 076
2 A1 077
2 A1 078
2 A1 220
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# a82b4383
Energy: Water
2 A1 074
2 A1 076
2 A1 077
2 A1 078
2 A1 196
2 A1 220
1 A1 223
1 A1 225
2 P-A 001
2 P-A 005
2 P-A 007

# b8416637
Energy: Water
1 A1 074
1 A1 076
2 A1 077
2 A1 078
1 A1 186
1 A1 187
1 A1 188
2 A1 220
1 A1 223
1 P-A 001
2 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007
1 P-A 014

# df28dfbe
Energy: Water
2 A1 074
2 A1 076
1 A1 078
2 A1 220
1 A1 225
1 A1a 017
2 A2 050
2 A2 146
2 A2 147
1 A2 150
2 P-A 005
2 P-A 007
