# 0d0134b0
Energy: Psychic
1 A1 127
1 A1 198
1 A1 225
2 A2 066
2 A2 067
2 A2 148
1 A2 150
1 A2 155
1 A2b 071
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 1437c503
Energy: Psychic
1 A1 198
2 A1 223
1 A1 225
1 A2 066
2 A2 067
1 A2 078
1 A2 146
2 A2 147
1 A2 150
1 A2 154
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 038

# 551e4500
Energy: Psychic
2 A1 223
2 A1 225
2 A2 066
2 A2 067
2 A2 146
2 A2 147
1 A2 150
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# 8496c841
Energy: Psychic
2 A1 225
2 A2 066
2 A2 067
2 A2 146
1 A2 147
1 A2 148
2 A2 150
1 A2 155
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# a60fa3c6
Energy: Psychic
1 A1 223
1 A2 066
2 A2 067
1 A2 104
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2b 069
2 A2b 071
1 A2b 072
2 P-A 005
1 P-A 006
2 P-A 007
1 P-A 038

# ae6d4cc2
Energy: Psychic
1 A1 223
1 A1 225
2 A1a 065
2 A2 066
2 A2 067
1 A2 147
2 A2 148
2 A2 150
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# b53c3929
Energy: Psychic
2 A1 223
2 A1 225
2 A1a 065
1 A2 066
2 A2 067
2 A2 147
1 A2 148
1 A2 150
2 P-A 001
2 P-A 005
2 P-A 007
1 P-A 038

# d14d8ca5
Energy: Psychic
2 A2 067
1 A2 078
1 A2 104
1 A2 146
2 A2 147
2 A2 148
2 A2 150
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 038
