# 0d5ea34e
Energy: Lightning
2 A1 098
2 A2 051
2 A2 053
1 A2 150
1 A2b 071
2 A3 066
1 A3 149
1 A4 151
2 B1 225
1 B1a 068
1 B2 127
2 P-A 005
2 P-A 007

# 2cb46d56
Energy: Lightning
2 A1 098
1 A2 053
1 A2 150
1 A2 155
1 A3 149
2 A4 151
2 B1 226
2 B1a 024
1 B1a 026
1 B1a 068
1 B1a 069
2 B2 124
1 B2 127
2 P-A 007

# 510cc809
Energy: Lightning
2 A1 098
2 A2 053
1 A2 150
1 A2b 071
2 A3 066
1 A3 149
1 A4 151
1 B1 225
2 B1a 024
1 B1a 068
1 B2 127
1 B2 145
2 P-A 005
2 P-A 007

# 96a202fe
Energy: Lightning
2 A1 097
2 A1 098
1 A1 225
2 A2 053
1 A2 150
1 A4 066
1 A4 151
2 B1 109
1 B2 127
1 B2 145
2 P-A 005
2 P-A 006
2 P-A 007

# da6351df
Energy: Lightning
2 A1 098
1 A1 225
1 A2 053
1 A2 150
1 A3 066
2 A4 151
1 B1 225
1 B1 226
2 B1a 024
1 B1a 026
1 B1a 069
1 B2 127
1 B2 154
2 P-A 005
2 P-A 007

# e91a2419
Energy: Lightning
2 A1 098
1 A2 053
1 A2 150
1 A2b 071
2 A3 066
1 A3 149
1 A3 151
1 A4 151
1 B1 225
2 B1a 024
1 B1a 026
1 B1a 068
1 B2 127
2 P-A 005
2 P-A 007
