# 2993dab7
Energy: Water
2 A1a 061
2 A2 050
2 A2 147
1 A2 150
2 A2 154
2 A2a 022
2 A2a 069
1 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007

# 3c724c48
Energy: Water
2 A1 206
1 A1 220
1 A1a 068
1 A2 050
1 A2 147
1 A2 148
1 A2 150
1 A2 154
2 A2a 022
2 A2a 071
2 A2a 072
1 P-A 002
2 P-A 005
2 P-A 007

# 64f25258
Energy: Water
1 A1 206
2 A1 220
1 A1 225
1 A1a 061
2 A2 050
1 A2 147
1 A2 150
1 A2 154
2 A2a 022
1 A2a 069
1 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007

# 65fd6ccb
Energy: Water
1 A1 220
1 A1 223
1 A1 225
1 A1a 068
2 A2 022
2 A2 147
1 A2 150
2 A2a 022
2 A2a 062
1 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007

# afcb6cd3
Energy: Water
2 A1a 061
1 A1a 068
2 A2 050
2 A2 146
2 A2 148
1 A2 150
2 A2a 022
2 A2a 071
2 A2a 072
2 P-A 005
2 P-A 007
