# 060d5bc1
Energy: Darkness
1 A1 225
1 A2 150
2 A3 144
2 A4a 059
2 B1 225
2 B2 098
2 B2 100
1 B2 152
2 B2b 040
1 B3 115
2 P-A 005
2 P-A 007

# 5560e826
Energy: Darkness
2 A2 148
1 A2 150
2 A3 144
2 A4a 059
1 B1 225
2 B2 098
2 B2 100
1 B2 152
2 B2b 040
1 B2b 069
2 P-A 005
2 P-A 007

# 5d93d661
Energy: Darkness
1 A2 148
2 A3 144
2 A4a 059
2 B1 225
2 B2 098
2 B2 100
2 B2 152
2 B2b 040
1 P-A 002
2 P-A 005
2 P-A 007

# 65db58ce
Energy: Darkness
1 A1a 068
1 A2 148
1 A2 150
2 A3 144
2 A4a 059
1 B1 225
2 B2 098
2 B2 100
2 B2 152
2 B2b 040
2 P-A 005
2 P-A 007

# 68ac9a1b
Energy: Darkness
1 A1a 068
1 A2 148
1 A2 150
2 A3 144
2 A4a 059
1 B1 225
2 B2 098
1 B2 099
2 B2 100
1 B2 152
2 B2b 040
2 P-A 005
2 P-A 007

# 7b62f861
Energy: Darkness
1 A2 148
1 A2 150
2 A3 144
2 A4a 059
2 B1 225
2 B2 098
2 B2 100
1 B2 152
2 B2b 040
1 P-A 002
2 P-A 005
2 P-A 007

# 7c20c0e9
Energy: Darkness
1 A1a 068
1 A2 148
1 A2 150
2 A3 144
2 A4a 059
2 B1 225
2 B2 098
2 B2 100
1 B2 152
2 B2b 040
2 P-A 005
2 P-A 007

# 8194e982
Energy: Darkness
1 A1a 068
1 A2 150
1 A2b 070
2 A3 144
2 A4a 059
1 B1 225
2 B2 098
2 B2 100
2 B2 152
2 B2b 040
2 P-A 005
2 P-A 007

# 968fee91
Energy: Darkness
1 A2 148
1 A2 150
2 A3 144
2 A4a 059
1 B1 225
2 B2 098
1 B2 099
2 B2 100
2 B2 152
2 B2b 040
2 P-A 005
2 P-A 007

# ad3c6b94
Energy: Darkness
1 A2 148
1 A2 150
1 A2b 071
2 A3 144
2 A4a 059
2 B1 225
2 B2 098
2 B2 100
1 B2 152
2 B2b 040
2 P-A 005
2 P-A 007
