# 335ca945
Energy: Grass
1 A1 219
1 A3 009
1 A3 010
2 A3 012
2 A3 144
2 A3 147
1 A3 155
2 A3a 007
1 B1 225
1 B2 017
1 B3 147
2 B3 153
1 P-A 002
2 P-A 007

# 83aeaec7
Energy: Grass
2 A1 219
2 A3 010
2 A3 012
2 A3 144
2 A3 147
1 A3 155
1 A3a 004
2 B1 225
1 B1a 067
1 B2 017
2 B3 153
2 P-A 007

# 923b20b1
Energy: Grass
1 A2 150
2 A3 010
2 A3 012
2 A3 144
2 A3 147
1 A3a 005
2 B1 225
2 B2 017
1 B2b 065
1 B2b 069
2 P-A 005
2 P-A 007

# a1fdd762
Energy: Grass
2 A1 219
1 A2 150
2 A3 010
2 A3 012
2 A3 144
2 A3 147
1 A3 149
1 A3 151
1 A3a 004
1 A3a 007
2 B2 017
1 B2 145
2 P-A 007

# a96ae83b
Energy: Grass
1 A1 219
2 A3 010
1 A3 012
2 A3 144
2 A3 147
1 A3 155
1 A3a 005
1 B1 109
2 B1 225
1 B2 017
1 B2 145
1 B3 153
2 P-A 005
2 P-A 007

# e135e9e4
Energy: Grass
1 A1 087
1 A1 089
1 A1 219
2 A3 010
1 A3 012
2 A3 144
1 A3 147
1 A3a 004
2 A3a 007
2 B1 225
1 B2 017
2 B3 153
1 B3a 071
2 P-A 007

# e34aba03
Energy: Grass
1 A1 087
1 A1 089
1 A1 219
2 A3 010
1 A3 012
2 A3 144
1 A3 147
1 A3a 007
2 B1 225
1 B2 017
2 B3 153
1 B3a 071
1 P-A 002
1 P-A 005
2 P-A 007

# eb8eefa4
Energy: Grass
1 A1 087
1 A1 089
2 A3 010
1 A3 012
2 A3 144
1 A3 147
1 A3a 004
1 A3a 007
2 B1 225
1 B2 017
1 B2 147
1 B3 147
1 B3 153
1 B3a 071
1 P-A 005
2 P-A 007

# fc71659d
Energy: Grass
1 A1 087
1 A1 089
2 A3 010
2 A3 012
2 A3 144
1 A3 147
1 A3a 004
1 A3a 007
2 B1 225
1 B2 017
2 B3 153
1 B3a 071
1 P-A 005
2 P-A 007
