# 3754c0f1
Energy: Fighting
2 A2 088
2 A2 089
2 A2 144
2 A2a 066
2 A2a 067
2 A2a 068
2 A2a 074
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# 379bb5f2
Energy: Fighting
1 A2 088
2 A2 089
2 A2 132
2 A2 144
1 A2 155
1 A2a 067
2 A2a 068
2 A2a 074
1 A2b 069
2 A3 144
2 P-A 005
2 P-A 007

# 586a65ab
Energy: Fighting
1 A2 088
2 A2 089
2 A2 144
1 A2 146
2 A2a 066
1 A2a 067
2 A2a 068
2 A2a 074
1 A2b 071
2 A3 144
1 A3 155
1 A4 077
2 P-A 007

# 72a901cf
Energy: Fighting
1 A2 088
2 A2 089
2 A2 144
2 A2 147
2 A2a 066
1 A2a 067
2 A2a 068
2 A2a 074
1 A3 066
2 A3 144
1 P-A 005
2 P-A 007

# afc0b76a
Energy: Fighting
1 A2 088
2 A2 089
2 A2 144
2 A2a 066
1 A2a 067
2 A2a 068
2 A2a 074
1 A2b 069
2 A3 144
1 A3 155
1 P-A 002
1 P-A 005
2 P-A 007

# bd6afcbe
Energy: Fighting
1 A1 225
1 A2 088
2 A2 089
2 A2 144
2 A2a 066
2 A2a 067
2 A2a 068
2 A2a 074
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# ef0d69d4
Energy: Fighting
1 A2 088
2 A2 089
2 A2 144
1 A2 146
2 A2a 066
1 A2a 067
2 A2a 068
2 A2a 074
2 A3 144
1 A3 155
1 P-A 002
1 P-A 005
2 P-A 007

# f6031ff8
Energy: Fighting
1 A2 088
2 A2 089
1 A2 132
1 A2 133
2 A2 144
1 A2 146
1 A2a 066
2 A2a 068
2 A2a 074
1 A2b 069
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007
