# 2a5ff614
Energy: Fire
2 A1 198
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
2 A2 154
2 P-A 001
2 P-A 005
2 P-A 007

# 3d11e6fe
Energy: Fire
2 A1 198
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 078
2 A2 146
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 496181cf
Energy: Fire
2 A1 198
2 A2 027
2 A2 028
2 A2 029
2 A2 104
1 A2 146
2 A2 150
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 64e38e33
Energy: Fire
2 A1 198
2 A1 223
2 A2 027
1 A2 028
2 A2 029
1 A2 146
1 A2 154
1 A2a 069
1 A2b 069
2 A3 144
1 P-A 002
2 P-A 005
2 P-A 007

# 65c57962
Energy: Fire
2 A1 198
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 078
1 A2 146
1 A2 154
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 69d3296b
Energy: Fire
2 A1 198
1 A1a 056
1 A1a 068
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 148
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# 6c681074
Energy: Fire
2 A1 198
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 150
2 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 7ea84bb1
Energy: Fire
2 A1 198
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 148
1 A2 150
1 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 82cbf40b
Energy: Fire
2 A1 198
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 150
2 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# 8cb0a8cd
Energy: Fire
2 A1 198
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 150
2 A2 154
2 A2b 111
2 P-A 002
2 P-A 007

# 8e8eb89c
Energy: Fire
2 A1 198
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 104
1 A2 150
2 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# b12590f2
Energy: Fire
2 A1 198
2 A2 027
2 A2 028
2 A2 029
1 A2 104
2 A2 146
2 A2 150
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# bc63b9fe
Energy: Fire
1 A1 048
2 A1 198
1 A1 223
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 150
1 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# bfcd41e6
Energy: Fire
2 A1 198
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 148
1 A2 150
1 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# c8c552bb
Energy: Fire
2 A1 198
2 A2 027
2 A2 028
2 A2 029
2 A2 104
2 A2 146
2 A2 150
1 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# cd74c279
Energy: Fire
2 A1 198
1 A1 225
2 A2 027
1 A2 028
2 A2 029
2 A2 150
1 A2 154
1 A2b 070
2 A3 144
1 A3 151
1 P-A 002
2 P-A 005
2 P-A 007

# cdbad785
Energy: Fire
2 A1 198
1 A1 225
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 148
1 A2 150
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# d4e49333
Energy: Fire
2 A1 198
1 A1 223
1 A1 225
2 A2 027
2 A2 028
2 A2 029
1 A2 147
1 A2 148
1 A2 150
1 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# d540a6a2
Energy: Fire
2 A1 198
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 150
2 A2 154
2 P-A 002
2 P-A 005
2 P-A 007

# d72a7f17
Energy: Fire
2 A1 198
2 A2 027
2 A2 028
2 A2 029
2 A2 078
2 A2 146
2 A2 148
2 A2 154
2 P-A 005
2 P-A 007

# f7e954a1
Energy: Fire
2 A1 198
1 A1 223
1 A1a 056
1 A1a 068
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007
