# 01dac57d
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A2 146
1 A2 155
1 A2b 069
2 A3 002
2 A3 147
1 A3a 064
2 A4 156
1 P-A 005
1 P-A 006
2 P-A 007

# 05f40be9
Energy: Grass
1 A1 023
2 A1 219
2 A1a 001
1 A2 146
1 A2b 069
1 A2b 072
2 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
1 P-A 005
1 P-A 006
2 P-A 007

# 096137d9
Energy: Grass
1 A1 023
2 A1 219
2 A1a 001
1 A2 155
1 A2a 073
1 A2b 069
2 A3 002
2 A3 147
1 A3 151
2 A4 156
1 A4 157
1 P-A 001
1 P-A 005
2 P-A 007

# 0a75d21b
Energy: Grass
1 A1 023
2 A1 219
2 A1a 001
1 A2 146
1 A2 148
2 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
2 P-A 005
1 P-A 006
2 P-A 007

# 0c6487dd
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
2 A3 002
2 A3 147
1 A3a 064
2 A4 156
2 B1 225
1 B1a 067
1 B3 004
1 B3 153
2 P-A 007

# 14734f52
Energy: Grass
1 A1 023
1 A1 219
1 A1 225
2 A1a 001
1 A2 150
1 A2b 070
2 A3 002
2 A4 156
2 B1 219
2 B1 225
1 B2 153
1 B3 004
1 B3 153
2 P-A 007

# 14944c5c
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
2 A2 146
2 A3 002
2 A3 147
2 A3a 064
2 A4 156
1 P-A 005
1 P-A 006
2 P-A 007

# 199895c9
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A2 150
1 A2 155
2 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
1 P-A 005
1 P-A 006
2 P-A 007

# 2b381664
Energy: Grass
1 A1 023
2 A1 219
2 A1a 001
1 A2 150
2 A3 002
2 A3 147
1 A4 138
1 A4 139
2 A4 156
1 A4 158
1 P-A 002
2 P-A 005
2 P-A 007

# 2da99c8a
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A2b 069
1 A2b 071
2 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
2 P-A 005
2 P-A 007

# 2edfc560
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
2 A3 002
2 A3 147
1 A3 151
2 A3a 064
2 A4 156
1 P-A 005
2 P-A 006
2 P-A 007

# 30faffc6
Energy: Grass
1 A1 023
2 A1 219
2 A1a 001
1 A2 155
2 A3 002
2 A3 144
2 A3 147
1 A3 151
2 A4 156
2 P-A 001
1 P-A 005
2 P-A 007

# 32349d98
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A2 155
2 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
2 P-A 005
1 P-A 006
2 P-A 007

# 34488b9e
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A2 146
1 A2 147
2 A3 002
2 A3 147
1 A3 151
2 A4 156
1 A4 158
1 P-A 005
1 P-A 006
2 P-A 007

# 3db13fa6
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A2 146
1 A2 150
2 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
2 P-A 005
2 P-A 007

# 48d7e47c
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A2 146
1 A2 155
1 A2b 069
1 A2b 072
2 A3 002
2 A3 147
2 A4 156
2 P-A 005
2 P-A 007

# 4f5be456
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A2 146
1 A2 155
2 A3 002
2 A3 147
1 A3 151
2 A4 156
1 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# 50838d15
Energy: Grass
2 A1 021
1 A1 022
2 A1 023
2 A1 219
1 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
2 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# 51ebe94f
Energy: Grass
2 A1 023
1 A1 219
1 A1 225
2 A1a 001
1 A2 146
2 A3 002
2 A3 147
1 A4 021
2 A4 156
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# 51fefc2b
Energy: Grass
1 A1 023
1 A1 219
2 A1a 001
1 A1a 068
1 A2 150
1 A2 155
2 A3 002
2 A3 147
1 A3 151
1 A4 066
2 A4 156
1 B1 002
2 P-A 005
2 P-A 007

# 53074fe4
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A2 150
1 A2 155
2 A3 002
2 A3 147
1 A3 151
1 A3a 064
2 A4 156
1 B1 225
1 P-A 005
2 P-A 007

# 56ad40c8
Energy: Grass
2 A1 023
2 A1 219
1 A1 225
2 A1a 001
1 A1a 002
1 A1a 003
1 A2 146
1 A2 147
1 A2 150
2 A3 002
2 A3 147
2 P-A 005
2 P-A 007

# 5c186dd1
Energy: Grass
2 A1 023
2 A1 219
2 A1a 001
1 A1a 068
2 A2 146
1 A2b 069
2 A3 002
2 A3 147
1 A3 151
2 A4 156
1 P-A 005
2 P-A 007

# 5d1c3819
Energy: Grass
2 A1 023
1 A1 219
2 A1a 001
1 A2b 070
2 A3 002
1 A3 151
2 A4 156
2 B1 219
1 B1 225
2 B2 145
1 B2 150
1 P-A 005
2 P-A 007

# 6a75850e
