# 01e738be
Energy: Fighting
2 A1a 001
1 A2 088
2 A2 089
2 A2 144
1 A2 146
1 A2 150
1 A2b 069
2 A3 002
2 A3 144
2 A4 156
2 P-A 005
2 P-A 007

# 0c979d1e
Energy: Fighting
1 A1 223
2 A1a 001
1 A1a 068
1 A2 088
2 A2 089
2 A2 144
1 A2 146
2 A2 147
1 A2b 069
2 A3 002
2 A3 144
1 A3 155
2 P-A 007

# 1711ea64
Energy: Fighting
2 A1a 001
1 A1a 068
1 A2 088
2 A2 089
2 A2 144
2 A2b 069
2 A3 002
1 A3 144
2 A3 147
1 A3 155
1 P-A 002
1 P-A 006
2 P-A 007

# 31252312
Energy: Fighting
1 A1 219
1 A1 225
2 A1a 001
2 A2 089
2 A2 144
1 A2 146
1 A2 147
1 A2 155
1 A2b 069
1 A2b 070
2 A3 002
2 A3 144
1 A3 147
2 P-A 007

# 42e53b9d
Energy: Fighting, Grass
1 A1 223
2 A1a 001
1 A1a 068
1 A2 088
2 A2 089
2 A2 144
1 A2 146
2 A2 147
1 A2b 069
2 A3 002
2 A3 144
1 A3 155
2 P-A 007

# 4e6dcca7
Energy: Fighting, Grass
2 A1 219
2 A1a 001
2 A2 089
2 A2 144
2 A2 147
1 A2b 071
2 A3 002
2 A3 144
2 A3 147
1 A3 151
2 P-A 007

# 5a32c483
Energy: Fighting
1 A1 219
1 A1 225
1 A1a 001
1 A2 088
2 A2 089
2 A2 144
1 A2 146
1 A2 147
1 A2b 069
2 A3 002
2 A3 144
1 A3 147
1 A3 155
1 P-A 006
2 P-A 007

# 65639c9a
Energy: Fighting
2 A1 219
2 A1a 001
1 A2 088
2 A2 089
2 A2 144
1 A2 147
1 A2b 069
2 A3 002
2 A3 144
2 A3 147
1 A3 151
2 P-A 007

# 8e46fa63
Energy: Fighting
1 A1 223
2 A1a 001
1 A1a 068
1 A2 088
2 A2 089
2 A2 144
1 A2 146
1 A2b 069
2 A3 002
2 A3 144
2 A3 147
1 A3 155
2 P-A 007

# a3bf5c03
Energy: Fighting
1 A1a 001
1 A2 088
2 A2 089
2 A2 144
1 A2 146
2 A2 147
1 A2b 069
2 A3 002
2 A3 144
1 A3 151
1 A3a 064
2 A4 156
2 P-A 007

# b4cfdab1
Energy: Grass
2 A1 219
2 A1a 001
1 A2 088
2 A2 089
2 A2 144
1 A2 147
1 A2b 069
2 A3 002
2 A3 144
2 A3 147
1 A3 151
2 P-A 007

# ca14d002
Energy: Fighting
2 A1 219
1 A1a 001
1 A2 088
2 A2 089
2 A2 144
1 A2 146
2 A3 002
2 A3 144
2 A4 156
2 B1 225
1 B1a 067
2 P-A 007

# da6bcf99
Energy: Fighting, Grass
1 A1 219
2 A1a 001
2 A2 089
2 A2 144
1 A2 146
1 A2 147
1 A2b 069
2 A3 002
2 A3 144
2 A3 147
1 A3 151
1 P-A 005
2 P-A 007

# f0eaa6f0
Energy: Fighting
1 A1 225
2 A1a 001
1 A2 088
2 A2 089
2 A2 144
1 A2 146
2 A2 147
1 A2 150
1 A2b 069
1 A2b 070
2 A3 002
1 A3 144
1 P-A 005
2 P-A 007

# f56bfcf7
Energy: Fighting
2 A1 219
2 A1a 001
2 A2 089
2 A2 144
1 A2 147
1 A2 155
2 A3 002
2 A3 144
2 A3 147
1 A3 151
1 P-A 005
2 P-A 007

# fb965d62
Energy: Fighting
1 A1 210
1 A1 225
1 A1a 001
1 A1a 063
1 A2 088
2 A2 089
2 A2 144
1 A2 146
2 A2 147
1 A2b 069
1 A2b 070
2 A3 002
2 A3 144
2 P-A 007
