# 05f4da32
Energy: Darkness
1 A1 176
2 A1 177
2 A1 222
1 A1a 032
1 A1a 049
1 A2 110
1 A2 147
1 A2 150
1 A3a 042
1 A4 120
2 B1 151
1 B1 223
2 P-A 005
1 P-A 006
2 P-A 007

# 1d3d4f43
Energy: Darkness
1 A1 176
2 A1 177
2 A1 222
1 A1a 049
1 A2 110
1 A2 147
1 A2 150
1 A3a 042
1 A4 120
2 B1 151
1 B1 223
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 45f552d7
Energy: Darkness
2 A1 176
2 A1 177
1 A1 222
1 A2 110
2 A2 150
2 A3 146
2 A3a 042
2 B1 151
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 9826efe5
Energy: Darkness
2 A1 176
2 A1 177
1 A1 225
2 A2 150
2 A3 146
2 A3a 042
2 B1 151
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# b38b49c1
Energy: Darkness
2 A1 176
2 A1 177
1 A1 222
1 A2 147
1 A2 148
1 A2 150
2 A3a 042
2 B1 151
2 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# f11ea822
Energy: Darkness
1 A1 176
2 A1 177
2 A1 222
1 A1 225
1 A1a 049
1 A2 147
1 A2 155
1 A3 146
1 A3a 042
2 B1 151
1 B1 223
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# f875d3c4
Energy: Darkness
2 A1 176
2 A1 177
2 A2 147
2 A2 150
2 A2b 047
2 A2b 071
2 A3a 042
2 B1 151
2 P-A 005
2 P-A 007
