# 0e99eb0f
Energy: Fire
1 A1 198
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 150
2 A2 154
2 P-A 005
2 P-A 007

# 1778b52a
Energy: Fire
1 A1a 068
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
2 A2 150
1 P-A 002
2 P-A 005
2 P-A 007

# 344ca053
Energy: Fire
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 147
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# 45a55c1d
Energy: Fire
1 A1 047
2 A2 025
2 A2 026
1 A2 027
1 A2 028
1 A2 029
2 A2 146
2 A2 147
1 A2 150
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 8dbf3577
Energy: Fire
1 A1 225
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
1 A2 146
2 A2 148
1 A2 150
1 A2 155
2 P-A 005
2 P-A 007

# 99a72522
Energy: Fire
1 A1 225
1 A2 025
1 A2 026
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 147
1 A2 150
2 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# a542b13e
Energy: Fire
1 A1 225
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# bd554596
Energy: Fire
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 148
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# e5f4c76d
Energy: Fire
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
1 A2 145
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
2 P-A 005
2 P-A 007

# e708ed5c
Energy: Fire
2 A1 048
2 A2 025
1 A2 026
2 A2 027
2 A2 028
2 A2 029
2 A2 146
2 A2 147
1 A2 150
2 P-A 005
2 P-A 007

# e99eef44
Energy: Fire
1 A1a 046
1 A1a 063
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 154
1 P-A 005
2 P-A 007

# efcaf848
Energy: Fire
1 A1 225
1 A1a 068
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
1 A2 148
1 P-A 002
2 P-A 005
2 P-A 007

# f6b59c29
Energy: Fire
2 A1 225
1 A1a 068
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
1 A2 146
1 A2 147
1 P-A 002
2 P-A 005
2 P-A 007

# faac399f
Energy: Fire
1 A1 225
1 A1a 068
2 A2 025
2 A2 026
2 A2 027
2 A2 028
2 A2 029
2 A2 146
1 A2 150
1 P-A 001
2 P-A 005
2 P-A 007
