# 46e15e37
Energy: Water
1 A1 078
1 A1a 017
1 A2 050
1 A2 147
1 A2 155
1 A2a 072
1 A2b 071
1 A3 149
1 A4 157
1 A4a 023
1 B1 052
1 B1 223
2 B1 226
1 B2 127
1 B2 145
1 B3 147
1 P-A 005
2 P-A 007

# ae082d07
Energy: Water
1 A1 078
1 A1a 017
1 A2 050
1 A2 147
1 A2 155
1 A2a 072
2 A2b 071
1 A3 149
1 A4 157
1 A4a 023
1 B1 052
1 B1 223
2 B1 226
1 B2 127
1 B2 145
1 P-A 005
2 P-A 007

# c63e0144
Energy: Water
1 A1 078
1 A1a 017
1 A2 050
1 A2 147
1 A2 155
1 A2a 072
1 A2b 071
1 A3 149
1 A3 151
1 A4 157
1 A4a 023
1 B1 052
1 B1 223
2 B1 226
1 B2 127
1 B2 145
1 P-A 005
2 P-A 007

# cd5b5bc4
Energy: Water
1 A1 078
2 A1a 017
1 A2 050
1 A2 147
1 A2a 072
1 A3 149
1 A3 151
1 A4 157
1 A4a 023
1 B1 052
1 B1 223
2 B1 226
1 B2 127
1 B2 145
1 B2 150
1 P-A 005
2 P-A 007

# e9aece93
Energy: Water
1 A1 078
1 A1a 017
1 A2 050
1 A2a 072
2 A2b 071
1 A3 149
1 A4 157
1 A4a 023
1 B1 052
2 B1 223
2 B1 226
1 B2 127
2 B2 145
1 P-A 005
2 P-A 007
