# 0410cb6e
Energy: Darkness
1 A1 225
2 A2 147
2 A2 148
2 A2 150
1 A2b 070
2 A4a 049
2 A4a 050
2 A4a 065
2 B1 225
2 P-A 005
2 P-A 007

# 67c9dcfc
Energy: Darkness
1 A1 225
2 A2 148
1 A2 150
2 A3 146
2 A3a 042
1 A4 158
2 A4a 049
2 A4a 050
2 A4a 065
2 P-A 005
1 P-A 006
2 P-A 007

# 6fd78b5d
Energy: Darkness
1 A1 225
1 A2 148
1 A2 150
2 A3 146
2 A3a 042
2 A4a 049
2 A4a 050
2 A4a 065
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# bbeec0c3
Energy: Darkness
1 A1 223
2 A2 104
1 A2 146
1 A2 147
2 A2 148
2 A2 150
1 A2 155
2 A4a 049
2 A4a 050
2 A4a 065
2 P-A 005
2 P-A 007
