# 96d7f70e
Energy: Grass
2 A1 021
2 A1 022
2 A1 203
2 A1 219
1 A1 225
1 A2 146
2 A2 148
2 A2b 070
2 P-A 001
2 P-A 005
2 P-A 007

# aa2be632
Energy: Grass
2 A1 021
2 A1 022
2 A1 203
2 A1 219
1 A1 223
1 A1a 068
1 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2b 004
2 P-A 005
2 P-A 007

# d641a066
Energy: Grass
1 A1 021
1 A1 022
2 A1 026
2 A1 203
1 A1 210
1 A1 218
2 A1 223
2 A1 225
2 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007

# da4d13b8
Energy: Grass
2 A1 021
2 A1 022
2 A1 026
2 A1 203
2 A1 219
1 A1 223
1 A1 225
1 A2 146
1 A2 147
2 P-A 001
2 P-A 005
2 P-A 007

# faf236da
Energy: Grass
1 A1 022
2 A1 026
2 A1 203
2 A1 219
1 A1 225
1 A1a 001
1 A1a 068
2 A2 147
2 A2 148
1 A2 150
1 P-A 002
2 P-A 005
2 P-A 007
