# 27dc6ecc
Energy: Fire
1 A1 225
1 A2 146
2 A2b 008
1 A3 155
1 A3b 008
2 A4 134
2 B1 217
2 B1 225
2 B1a 012
2 B1a 014
2 P-A 005
2 P-A 007

# 314a6c23
Energy: Fire
2 A1 033
1 A1 225
1 A2 147
1 A3 155
2 A3b 008
2 B1 184
1 B1 217
2 B1 225
2 B1a 012
1 B1a 014
1 P-A 002
2 P-A 005
2 P-A 007

# 83582307
Energy: Fire
2 A1 033
1 A1 225
1 A2 150
1 A2b 070
1 A3 155
2 A3b 008
2 B1 184
2 B1 225
2 B1a 012
2 B1a 014
2 P-A 005
2 P-A 007

# a05118ac
Energy: Fire
2 A2b 008
1 A3 155
2 A3b 008
2 B1 184
1 B1 217
1 B1 223
1 B1 225
2 B1a 012
2 B1a 014
1 B2 145
1 B2 150
2 P-A 005
2 P-A 007

# c19cad73
Energy: Fire
1 A1 225
1 A2 147
1 A2b 070
2 A3b 008
2 A4 134
1 B1 121
2 B1 225
2 B1a 011
2 B1a 012
2 B1a 014
1 P-A 002
1 P-A 005
2 P-A 007
