# 21271dbe
Energy: Lightning
1 A1 225
1 A2 150
1 A2a 069
1 A2b 022
2 A3 066
2 A3 144
1 A3 151
2 A4 151
2 A4a 001
2 A4a 003
2 P-A 005
1 P-A 006
2 P-A 007

# 3fcb973e
Energy: Lightning
1 A1 225
1 A2 150
1 A2a 069
1 A2b 022
2 A3 066
2 A3 144
1 A3 151
2 A4a 001
1 A4a 002
2 A4a 003
1 A4a 065
2 P-A 005
1 P-A 006
2 P-A 007

# 74368f80
Energy: Lightning
1 A2 150
1 A2a 069
1 A2b 022
2 A3 066
2 A3 144
2 A4 151
2 A4a 001
2 A4a 003
1 A4a 065
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 78ac9c65
Energy: Lightning
1 A1 225
1 A2 150
1 A2a 069
1 A2b 022
2 A3 066
2 A3 144
1 A3 151
1 A4 151
1 A4 158
2 A4a 001
2 A4a 003
2 P-A 005
1 P-A 006
2 P-A 007
