# 0f686a14
Energy: Psychic
1 A1 225
1 A2 068
1 A2 150
2 A3 144
2 B1 170
2 B1 172
1 B1 225
1 B2 064
1 B2 066
1 B2 070
1 B2 073
1 B2 145
1 B2 149
2 P-A 005
2 P-A 007

# 55a6fde8
Energy: Psychic
1 A1 225
1 A2 068
1 A2 150
2 A3 144
2 B1 170
2 B1 172
1 B1 225
1 B2 064
1 B2 066
1 B2 070
1 B2 073
2 B2 145
2 P-A 005
2 P-A 007

# 943c3ee3
Energy: Psychic
1 A1 225
1 A2 068
1 A2 150
2 A3 144
1 A3 155
2 B1 170
2 B1 172
1 B2 064
1 B2 066
2 B2 070
1 B2 073
2 B2 145
1 P-A 005
2 P-A 007

# 9def3480
Energy: Psychic
1 A1 225
1 A2 068
1 A2 150
2 A3 144
1 B1 109
2 B1 170
2 B1 172
1 B1 225
1 B2 064
1 B2 066
1 B2 070
1 B2 145
1 B2 149
2 P-A 005
2 P-A 007

# b8b6e1ad
Energy: Darkness, Psychic
2 A3 144
2 B1 170
2 B1 172
1 B1 223
1 B1 225
1 B2 063
1 B2 064
1 B2 066
2 B2 070
1 B2 149
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# c252d54a
Energy: Psychic
2 A3 144
2 B1 170
2 B1 172
1 B1 223
1 B1 225
1 B2 063
1 B2 064
1 B2 066
2 B2 070
2 B2 149
2 P-A 005
1 P-A 006
2 P-A 007
