# 394172f6
Energy: Fire
1 A1 225
1 A2 146
1 A2 147
1 A2b 070
1 A3 144
1 A4a 010
1 B1 033
1 B1 034
1 B1 036
1 B1 217
1 B1 223
1 B2 145
1 B2b 007
1 B2b 008
1 B2b 009
1 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007

# 405a8cd4
Energy: Fire
1 A1a 068
1 A2 150
2 A3 144
1 B1 033
1 B1 034
2 B1 036
2 B1 217
1 B1 225
2 B2b 007
2 B2b 008
2 B2b 009
1 B2b 014
1 P-A 005
1 P-A 007

# 5c1f23c8
Energy: Fire
1 A1 033
1 A1 225
1 A2 147
1 A2 148
1 A2 150
1 A3 144
2 A3 155
1 A4a 010
1 B1 033
1 B1 034
1 B1 036
1 B1 217
1 B1 225
1 B2b 008
1 B2b 009
2 P-A 005
2 P-A 007
