# 072277a1
Energy: Grass
1 A1 219
1 A2 150
2 A3 144
2 A3 147
2 B1 003
1 B1 004
2 B1 005
1 B1 006
2 B1 007
1 B1 109
1 B1 225
1 B1 226
1 P-A 005
2 P-A 007

# 1bbf22cd
Energy: Grass
1 A2 150
1 A2a 058
1 A2a 059
1 A2b 070
2 A3 144
2 A3 147
1 A3 151
1 A4 153
2 B1 003
1 B1 005
1 B1 007
2 B1 225
2 P-A 005
2 P-A 007

# 93072c40
Energy: Grass
1 A1 219
1 A2a 073
2 A3 144
2 A3 147
2 A3 155
2 B1 003
1 B1 004
2 B1 005
2 B1 007
1 B1 225
1 B1a 067
1 P-A 005
2 P-A 007

# cbddb580
Energy: Grass
1 A2 150
1 A2a 073
2 A3 144
2 A3 147
2 B1 003
1 B1 004
2 B1 005
1 B1 006
2 B1 007
2 B1 225
2 P-A 005
2 P-A 007
