# 067ccd9a
Energy: Metal
1 A1 225
1 A2 155
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
2 A4 153
1 B1 121
1 B1 170
1 B1 172
1 B1 225
2 P-A 005
2 P-A 007

# 13971831
Energy: Metal
1 A1 225
2 A2 111
2 A2 148
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
1 B1 121
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 634a4270
Energy: Metal
2 A2 111
2 A2 148
1 A2 150
2 A3 085
2 A3 122
2 A3 144
2 A4 153
1 B1 121
2 B1 225
2 P-A 005
2 P-A 007

# 7de6a641
Energy: Metal
2 A2 111
1 A2 147
1 A2 148
1 A2 150
2 A3 085
2 A3 122
2 A3 144
1 A3 155
1 B1 121
1 B1 223
1 B1 225
1 B2 148
2 P-A 005
2 P-A 007

# 829bbc2e
Energy: Metal
2 A2 111
1 A2 147
1 A2 148
1 A2 150
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
1 B1 121
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# b7422e54
Energy: Metal
1 A1 225
2 A2 148
1 A2 150
2 A3 085
2 A3 122
2 A3 144
1 A3 155
1 A4 153
2 B1 121
2 B1 225
2 P-A 005
2 P-A 007

# e299df4d
Energy: Metal
2 A2 111
2 A2 148
1 A2 150
2 A3 085
1 A3 086
2 A3 122
2 A3 144
1 A3 155
1 B1 121
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007
