# 0a4682a9
Energy: Fire
2 A1 036
1 A1 223
1 A1 225
1 A2 150
1 A3 155
2 B1 047
1 B1 223
1 B2 147
1 B2 150
1 B2a 019
2 B2b 007
2 B2b 008
2 P-A 005
2 P-A 007

# 21fde9a2
Energy: Fire
2 A1 033
2 A1 036
1 A1 223
1 A1 225
1 A2 148
2 A3 144
2 A3 150
2 B1 047
2 B1 217
1 B1 225
2 P-A 005
2 P-A 007

# 83cade36
Energy: Fire
2 A1 036
1 A1 223
1 A1 225
1 A2 147
1 A2 150
1 A3 155
2 B1 047
1 B2 150
2 B2b 007
2 B2b 008
1 B3 021
1 B3 147
2 P-A 005
2 P-A 007

# 94efc236
Energy: Fire
2 A1 036
1 A1 223
1 A1 225
1 A2 150
1 A3 155
2 B1 047
1 B1 217
1 B2 147
1 B2 150
2 B2b 007
2 B2b 008
1 B3 021
2 P-A 005
2 P-A 007
