# 2050cda4
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 146
2 A2 147
1 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 23e57535
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 147
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
1 P-A 006
2 P-A 007

# 2583fa26
Energy: Water
1 A1 087
1 A1 088
1 A1 089
1 A1 160
1 A1a 068
1 A2 148
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
1 A3 144
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 29de8057
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 147
1 A2 150
1 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 2eb9c68f
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A1a 068
2 A2 148
1 A2b 069
1 A2b 070
2 A3 049
2 A3 097
2 A3 144
1 A3 151
1 P-A 005
2 P-A 007

# 3ea59837
Energy: Water
2 A1 087
2 A1 089
1 A1a 068
1 A2 049
1 A2 147
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 40f2bd3b
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A1a 068
1 A2 146
2 A2 150
1 A2b 071
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 44cc9069
Energy: Water
2 A1 089
1 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 B1 071
1 B1 219
2 B1 225
1 B2 153
2 P-A 005
2 P-A 007

# 4d0ba3fa
Energy: Water
2 A1 087
2 A1 089
1 A2 049
1 A2 146
1 A2 148
1 A2 150
1 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 568e7d3f
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 147
1 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
1 P-A 006
2 P-A 007

# 5b29aa20
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 148
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 67b8021c
Energy: Water
2 A1 087
2 A1 089
1 A2 146
2 A2 150
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 67c734ec
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 150
1 A2b 071
2 A3 049
2 A3 097
2 A3 144
2 A3 146
1 A3a 042
2 P-A 005
2 P-A 007

# 67e8d088
Energy: Water
2 A1 087
2 A1 089
1 A1 220
1 A1a 068
1 A2 049
1 A2 147
1 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 6814ae8e
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A1 225
1 A2 147
1 A2 150
1 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 77c3b713
Energy: Water
2 A1 087
2 A1 089
1 A1a 068
1 A2 049
1 A2 150
2 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 79e3e07d
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 146
1 A2 150
1 A2 155
2 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 7bbd72a9
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 148
2 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 8760a509
Energy: Water
2 A1 087
2 A1 089
1 A1 225
1 A2 146
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
1 P-A 006
2 P-A 007

# 87b463a9
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 147
2 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 8a7c72c5
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A1a 068
1 A2 150
1 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
1 A3 146
2 P-A 005
2 P-A 007

# 8ec02a4c
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 150
1 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
1 A3 151
1 P-A 001
2 P-A 005
2 P-A 007

# 8ffc0e18
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 146
1 A2 147
1 A2 150
2 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 A3 144
1 P-A 005
2 P-A 007

# 955fed30
Energy: Water
2 A1 087
2 A1 089
1 A1 223
1 A1 225
1 A2 150
2 A2b 069
1 A2b 071
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# 986685a6
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 147
2 A2 150
1 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# a083d30e
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A1a 068
1 A2 049
2 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# ab353766
Energy: Fire, Water
2 A1 087
2 A1 089
1 A1a 068
1 A2 049
1 A2 150
2 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# ae9ce219
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 148
1 A2 150
1 A2 155
1 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# b0b80bfd
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# b9511d11
Energy: Water
2 A1 087
2 A1 089
2 A2 150
2 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
1 A3 151
2 P-A 005
2 P-A 007

# ba6a91dc
Energy: Water
2 A1 087
2 A1 089
1 A2 146
1 A2 147
1 A2 150
1 A2a 072
1 A2b 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
1 P-A 006
2 P-A 007

# bdfea0c5
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 147
1 A2 150
1 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 A3 144
1 A3 151
2 P-A 005
2 P-A 007

# c322deee
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 146
1 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# c4cbafb3
Energy: Water
2 A1 087
2 A1 089
1 A1a 068
1 A2 147
1 A2 150
2 A2a 072
2 A3 049
2 A3 097
2 A3 144
1 A3 151
2 P-A 005
2 P-A 007

# cef9ac5e
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A2 147
2 A2 150
1 A2a 072
1 A2b 070
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# d0b26ae9
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 150
2 A2a 072
1 A2b 070
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# d23aec04
Energy: Water
2 A1 087
2 A1 089
2 A2 147
2 A2 150
2 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# d8b8dad3
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A1a 068
1 A2 147
1 A2 150
1 A2a 072
1 A2b 071
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# db2a58e1
Energy: Water
2 A1 087
2 A1 089
1 A1a 068
1 A2 049
1 A2 147
1 A2 150
1 A2a 072
1 A2b 070
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007

# e1a3f1ae
Energy: Water
2 A1 087
2 A1 089
2 A1a 068
1 A2 049
1 A2 150
2 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
1 P-A 005
2 P-A 007

# e46db451
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2a 072
1 A2b 069
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
1 P-A 006
2 P-A 007

# e6c266b4
Energy: Water
2 A1 087
1 A1 088
2 A1 089
2 A2 150
1 A2a 072
1 A2b 071
2 A3 049
2 A3 097
1 A3 144
2 P-A 002
2 P-A 005
2 P-A 007

# f789519a
Energy: Water
2 A1 087
1 A1 088
2 A1 089
1 A1 225
1 A2 150
1 A2a 072
1 A2b 069
1 A2b 070
2 A3 049
2 A3 097
1 A3 144
2 P-A 005
1 P-A 006
2 P-A 007

# fdef4bba
Energy: Water
2 A1 087
2 A1 089
1 A2 146
2 A2 147
1 A2 148
1 A2 150
1 A2a 072
2 A3 049
2 A3 097
2 A3 144
2 P-A 005
2 P-A 007
