# 00b1d735
Energy: Metal
1 A1 179
1 A1 180
1 A1 194
2 A1 195
1 A1 218
2 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# 1204a44b
Energy: Water
1 A1 083
2 A1 092
2 A1 093
2 A1 194
1 A1 195
1 A1 220
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 19622a28
Energy: Darkness
2 A1 176
2 A1 177
2 A1 193
2 A1 194
2 A1 195
2 A1 198
2 A1 222
1 A1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 1ee402ff
Energy: Grass
1 A1 194
1 A1 195
2 A1 205
2 A1 211
2 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 2c5bc7b6
Energy: Water
1 A1 068
1 A1 069
1 A1 083
1 A1 092
1 A1 093
1 A1 124
1 A1 125
1 A1 193
1 A1 194
1 A1 195
1 A1 201
1 A1 203
1 A1 220
1 A1 223
1 A1 225
1 P-A 001
1 P-A 002
1 P-A 005
1 P-A 006
1 P-A 007

# 4a321623
Energy: Darkness
2 A1 176
2 A1 177
2 A1 194
2 A1 195
2 A1 222
2 A1 225
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 64db33f3
Energy: Fire, Lightning
1 A1 045
2 A1 102
2 A1 194
1 A1 195
2 A1 206
1 A1 223
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# 6ac9929e
Energy: Grass
1 A1 011
1 A1 012
1 A1 013
1 A1 092
1 A1 093
1 A1 194
1 A1 195
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# 6f99dc12
Energy: Metal
2 A1 181
2 A1 182
2 A1 194
1 A1 195
1 A1 223
2 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022

# 8a510d39
Energy: Water
2 A1 092
2 A1 093
2 A1 194
1 A1 195
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 022

# df0ccdca
Energy: Darkness
2 A1 176
2 A1 177
2 A1 193
2 A1 194
1 A1 195
2 A1 198
2 A1 222
1 A1 223
2 A1 225
2 P-A 005
2 P-A 007

# f4f9aee3
Energy: Water
2 A1 092
2 A1 093
2 A1 194
1 A1 195
2 A1 220
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007
2 P-A 022
