# 175977c2
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
2 A2a 075
1 A4 158
2 B1 174
2 B1 219
1 B1 225
2 B2 148
2 B2a 077
2 P-A 005
2 P-A 007

# 4ca8d6c1
Energy: Metal
2 A1 181
1 A1 225
1 A2 150
1 A2 155
2 A2a 075
2 B1 174
2 B1 219
1 B1 225
2 B2 148
2 B2a 077
2 P-A 005
2 P-A 007

# 667a33f1
Energy: Metal
2 A1 181
1 A1a 068
1 A2b 070
1 A3 123
1 A4 153
2 B1 174
2 B1 219
1 B1 225
2 B2 145
1 B2 153
2 B2a 077
2 P-A 005
2 P-A 007

# 8cc82bb9
Energy: Metal
2 A1 181
1 A2 150
1 A2 155
1 A4 153
1 A4 157
2 B1 174
1 B1 219
1 B1 223
2 B1 225
2 B2 148
2 B2a 077
2 P-A 005
2 P-A 007
