# 083a1f02
Energy: Lightning
1 A2 147
1 A2 150
1 A2 155
1 A2b 022
1 A2b 070
1 A2b 071
2 A3 066
1 A3 151
1 A3a 019
2 A3a 021
1 A4 066
2 A4 151
1 A4a 025
2 P-A 005
2 P-A 007

# 14b3b758
Energy: Lightning
1 A1 223
1 A2b 022
1 A3a 019
2 A3a 021
1 A3a 064
2 A3a 065
2 A4 151
2 A4 158
1 A4a 025
1 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# 15266909
Energy: Lightning
1 A1 096
1 A1 104
1 A1 225
2 A2 148
1 A2b 022
2 A3 066
1 A3 151
1 A3a 065
1 A4 066
2 A4 151
1 A4 157
2 A4a 025
2 P-A 005
2 P-A 007

# 1ad7c8af
Energy: Lightning
1 A2 148
1 A2 150
1 A2 155
1 A2b 022
1 A2b 070
1 A2b 071
1 A3a 019
2 A3a 021
2 A3a 064
1 A3a 065
1 A4 066
2 A4 151
1 A4a 025
2 P-A 005
2 P-A 007

# 1ee34116
Energy: Lightning
1 A2 150
1 A2 155
1 A2b 022
1 A2b 070
1 A2b 071
1 A3a 019
2 A3a 021
2 A3a 064
2 A3a 065
1 A4 066
2 A4 151
1 A4a 025
2 P-A 005
2 P-A 007

# 23fceadd
Energy: Lightning
1 A1 225
1 A2 150
1 A2 155
1 A2b 022
1 A2b 071
1 A3 066
1 A3a 019
2 A3a 021
1 A3a 065
1 A4 066
2 A4 151
1 A4a 025
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 256f9b2d
Energy: Lightning
1 A1a 068
1 A2 150
1 A2 154
1 A2 155
1 A2b 022
1 A3a 019
2 A3a 021
1 A3a 064
1 A3a 065
2 A4 151
1 A4 158
1 A4a 025
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2a34fe4e
Energy: Lightning
1 A1 096
1 A1a 068
1 A2 150
1 A2 155
1 A2b 022
1 A2b 071
1 A3 066
2 A3a 021
1 A3a 064
2 A3a 065
1 A4 066
2 A4 151
1 A4a 025
2 P-A 005
2 P-A 007

# 31230410
Energy: Lightning
1 A2 148
1 A2 150
1 A2 155
1 A2b 022
1 A2b 070
1 A2b 071
1 A3 066
1 A3a 019
2 A3a 021
2 A3a 064
1 A3a 065
2 A4 151
1 A4a 025
2 P-A 005
2 P-A 007

# 39149044
Energy: Lightning
1 A2 150
1 A2b 022
1 A2b 071
2 A3 066
1 A3 151
1 A3a 019
2 A3a 021
1 A3a 064
2 A3a 065
2 A4 151
1 A4 158
1 A4a 025
2 P-A 005
2 P-A 007

# 39d6f3bd
Energy: Lightning
1 A2 147
1 A2 150
1 A2 155
1 A2b 022
1 A3a 019
2 A3a 021
1 A3a 064
1 A3a 065
1 A4 066
2 A4 151
1 A4a 025
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 3d96c3d6
Energy: Lightning
2 A2 150
1 A2 155
1 A2b 022
1 A2b 071
1 A3 151
1 A3a 019
2 A3a 021
2 A3a 064
2 A3a 065
2 A4 151
1 A4a 025
2 P-A 005
2 P-A 007

# 536c626c
Energy: Lightning
1 A1 225
1 A2 150
1 A2 154
1 A2 155
1 A2b 022
1 A2b 071
1 A3a 019
2 A3a 021
1 A3a 064
1 A3a 065
2 A4 151
1 A4a 025
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 53af76c6
Energy: Lightning
1 A2 150
1 A2 155
1 A2b 022
1 A2b 071
1 A3 066
1 A3 151
1 A3a 019
2 A3a 021
1 A3a 065
2 A4 151
1 A4 158
1 A4a 025
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 5e240b46
Energy: Lightning
1 A1 223
1 A1 225
1 A2 150
1 A2 155
1 A2a 071
1 A2b 022
2 A3 066
2 A3a 021
2 A4 066
2 A4 151
1 A4 158
1 A4a 025
2 P-A 005
2 P-A 007

# 61541e48
Energy: Lightning
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A2b 022
1 A2b 070
2 A3 066
1 A3 151
2 A3a 021
1 A3a 064
1 A3a 065
1 A4 151
1 A4a 025
1 P-A 002
2 P-A 005
2 P-A 007

# 6df928ef
Energy: Lightning
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A2b 022
2 A3 066
2 A3a 021
1 A3a 065
1 A4 066
2 A4 151
1 A4a 025
2 B1 225
2 P-A 005
2 P-A 007

# 79e5068b
Energy: Lightning
1 A1 096
2 A2 150
1 A2b 022
1 A2b 071
2 A3a 021
2 A3a 065
2 A4 066
2 A4 151
2 A4a 025
1 P-A 002
2 P-A 005
2 P-A 007

# 7d526a8f
Energy: Lightning
1 A2 150
1 A2a 071
1 A2b 022
1 A2b 071
2 A3 066
2 A3a 021
1 A3a 065
2 A4 151
1 A4 158
1 A4a 025
1 B1 223
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 80982e78
Energy: Lightning
1 A1 096
2 A2 150
1 A2 155
1 A2b 022
2 A3a 021
1 A3a 064
1 A3a 065
1 A4 066
2 A4 151
1 A4 158
1 A4a 025
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 8548cbf1
Energy: Lightning
1 A1 096
1 A2 150
1 A2 155
1 A2b 022
1 A3 066
1 A3a 019
1 A3a 021
2 A3a 065
2 A4 066
1 A4 151
1 A4 158
1 A4a 025
2 P-A 002
2 P-A 005
2 P-A 007

# 9a6a2b06
Energy: Lightning
1 A1 225
1 A2 146
1 A2 148
2 A2 150
1 A2b 022
1 A2b 071
1 A3 066
