# 00b36ec9
Energy: Fire
2 A1a 068
1 A2 148
1 A2 150
1 A2 155
1 A2b 070
2 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007

# 05d27703
Energy: Fire
2 A1a 068
1 A2b 070
1 A2b 071
2 A3a 009
2 A3a 060
2 A3a 061
1 A3a 064
2 A3a 067
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 06b3d0a9
Energy: Fire
1 A1 223
1 A1 225
1 A1a 068
1 A2 154
1 A2 155
1 A2b 069
1 A2b 071
2 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
1 P-A 005
2 P-A 007

# 0a918c71
Energy: Fire
2 A1a 068
1 A2 147
2 A2 148
1 A3 151
2 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007

# 0d583364
Energy: Fire
1 A1 225
2 A1a 068
2 A2 148
1 A3 151
2 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007

# 10e0f9a3
Energy: Fire
2 A1 223
2 A1a 068
1 A2 148
1 A3 151
2 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007

# 15615b8f
Energy: Fire
1 A1 225
1 A1a 068
2 A2 148
1 A2 150
1 A2b 069
2 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007

# 1abb9dff
Energy: Fire
2 A1a 068
1 A2b 069
1 A2b 071
2 A3a 009
2 A3a 060
2 A3a 061
1 A3a 064
2 A3a 067
2 A3a 069
2 P-A 005
1 P-A 006
2 P-A 007

# 1d93a3f1
Energy: Fire
1 A1 225
2 A1a 068
1 A2 150
1 A2 155
1 A2b 070
2 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007

# 27978e37
Energy: Fire
1 A1 225
2 A1a 068
1 A2 147
1 A2 155
1 A3 151
2 A3a 009
2 A3a 060
2 A3a 061
2 A3a 067
2 A3a 069
2 P-A 005
2 P-A 007

