# 154177f6
Energy: Fire
2 A2 146
1 A2a 073
1 A2b 070
2 A2b 071
2 A3a 064
1 A3b 008
1 A3b 009
2 A3b 066
2 B1 184
2 P-A 001
2 P-A 005
2 P-A 007

# 21a8bdaf
Energy: Fire
1 A1 225
1 A2 150
2 A2b 070
2 A3 037
2 A3 150
1 A3 151
1 A3b 008
2 A3b 009
2 A3b 055
1 A3b 066
2 P-A 005
1 P-A 006
2 P-A 007

# 43db3a26
Energy: Fire
1 A2 147
1 A2 155
1 A2b 069
1 A2b 070
2 A3 037
2 A3 150
2 A3b 008
1 A3b 009
2 A3b 055
1 A3b 056
2 A3b 066
2 P-A 005
2 P-A 007

# 8cbd0ea9
Energy: Fire
1 A1 223
1 A1 225
1 A2 150
1 A2 155
2 A2b 071
1 A3a 064
1 A3b 008
2 A3b 009
1 A3b 010
2 A3b 066
2 A4 134
2 P-A 005
1 P-A 006
2 P-A 007

# 93a6c574
Energy: Fire
1 A1 225
1 A2 147
1 A2 150
1 A2b 070
2 A3 037
2 A3 150
1 A3b 008
2 A3b 009
2 A3b 055
2 A3b 066
2 P-A 005
1 P-A 006
2 P-A 007

# 9b3d51fa
Energy: Fire
1 A1 225
1 A2 150
1 A2 155
2 A2b 070
2 A3 037
2 A3 150
1 A3 151
1 A3b 008
2 A3b 009
2 A3b 055
1 A3b 066
2 P-A 005
2 P-A 007

# adf487f9
Energy: Fire
1 A2 150
2 A2b 070
2 A3 037
2 A3 150
1 A3 151
1 A3b 008
2 A3b 009
2 A3b 055
2 A3b 066
2 P-A 005
1 P-A 006
2 P-A 007

# e2d8f1a5
Energy: Fire
1 A1 225
1 A2 147
1 A2 148
1 A2b 071
2 A3 037
2 A3 150
1 A3b 008
2 A3b 009
2 A3b 055
2 A3b 066
2 P-A 005
1 P-A 006
2 P-A 007

# ebdd458e
Energy: Fire
1 A2 146
1 A2 150
2 A2b 070
2 A3 037
2 A3 150
1 A3 151
1 A3b 008
2 A3b 009
2 A3b 055
2 A3b 066
2 P-A 005
2 P-A 007

# f5a0c862
Energy: Fire
2 A1 223
1 A1 225
2 A2b 070
2 A2b 071
1 A2b 072
2 A3a 064
1 A3b 008
1 A3b 009
2 B1 184
2 P-A 001
2 P-A 005
2 P-A 007
