# 09314940
Energy: Fighting, Water
2 A2 088
2 A2 089
2 A2 121
2 A2 122
2 A2 123
2 A2 144
2 A2 146
2 A2 152
1 A2a 072
1 P-A 005
2 P-A 007

# 1bb07192
Energy: Fighting, Water
1 A1 155
1 A2 088
1 A2 089
1 A2 104
2 A2 121
2 A2 122
2 A2 123
1 A2 144
2 A2 148
1 A2 150
2 A2 152
2 P-A 005
2 P-A 007

# 2802eca8
Energy: Fighting, Water
1 A1 196
1 A2 088
1 A2 089
2 A2 121
2 A2 122
2 A2 123
1 A2 144
1 A2 146
1 A2 147
1 A2 148
1 A2 152
1 A2 154
1 P-A 002
2 P-A 005
2 P-A 007

# 3094767d
Energy: Fighting, Water
1 A1 225
1 A2 088
2 A2 089
2 A2 121
1 A2 122
2 A2 123
2 A2 144
2 A2 152
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# 3d8458cc
Energy: Fighting, Water
2 A2 050
2 A2 088
2 A2 089
2 A2 121
2 A2 122
2 A2 123
2 A2 144
1 A2 152
1 A2 155
2 P-A 005
2 P-A 007

# 3f28cd5c
Energy: Fighting, Water
1 A1 225
1 A2 088
2 A2 089
2 A2 121
1 A2 122
2 A2 123
2 A2 144
1 A2 152
1 A2b 069
2 A3 144
1 A3 155
1 P-A 005
1 P-A 006
2 P-A 007

# 49f98483
Energy: Fighting, Water
1 A2 088
2 A2 089
2 A2 121
1 A2 122
2 A2 123
2 A2 144
1 A2 147
1 A2 150
1 A2 152
1 A2b 069
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# 4e18095c
Energy: Fighting
1 A2 088
2 A2 089
2 A2 123
2 A2 144
1 A2 147
1 A2 150
2 A2a 045
1 A2a 046
1 A2b 069
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# 4f5bc90e
Energy: Fighting, Water
2 A2 088
2 A2 089
2 A2 121
2 A2 122
2 A2 123
2 A2 144
1 A2 147
1 A2 150
2 A2 152
1 P-A 002
1 P-A 005
2 P-A 007

# 4fa4a271
Energy: Fighting, Water
1 A2 088
2 A2 089
2 A2 121
1 A2 122
2 A2 123
2 A2 144
1 A2 146
1 A2 147
2 A2 152
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# 57f103e7
Energy: Fighting, Water
1 A1 225
1 A2 088
2 A2 089
2 A2 121
2 A2 123
2 A2 144
1 A2 150
1 A2 152
1 A2a 046
2 A3 144
1 A3 146
2 A3 155
2 P-A 001

# 62a47b1d
Energy: Lightning, Water
1 A2 088
2 A2 089
2 A2 121
1 A2 122
2 A2 123
2 A2 144
1 A2 147
1 A2 150
1 A2 152
1 A2 155
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# 6573424a
Energy: Fighting, Water
1 A2 088
2 A2 089
2 A2 121
1 A2 122
2 A2 123
2 A2 144
2 A2 152
1 A2b 069
2 A3 144
2 A3 155
1 P-A 006
2 P-A 007

# 681d544c
Energy: Fighting, Water
1 A1 225
2 A1a 056
1 A1a 068
1 A2 088
1 A2 089
2 A2 121
2 A2 122
2 A2 123
1 A2 147
1 A2 148
2 A2 152
2 P-A 005
2 P-A 007

# 7adbed6e
Energy: Fighting, Water
2 A1 225
2 A2 088
2 A2 089
2 A2 121
2 A2 122
2 A2 123
2 A2 144
2 A2 146
2 A2 152
2 P-A 007

# 7fd83fc0
Energy: Fighting, Water
1 A2 088
2 A2 089
2 A2 121
1 A2 122
2 A2 123
2 A2 144
1 A2 150
1 A2 152
1 A2b 069
2 A3 144
1 A3 155
1 P-A 005
1 P-A 006
2 P-A 007

# 98ae5f7a
Energy: Fighting, Water
1 A2 088
2 A2 089
2 A2 121
1 A2 122
2 A2 123
2 A2 144
2 A2 146
2 A2 152
2 A3 144
1 A3 151
1 P-A 005
2 P-A 007

# c4c98d43
Energy: Fighting, Water
1 A2 088
2 A2 089
2 A2 121
1 A2 122
2 A2 123
2 A2 144
1 A2 147
1 A2 150
1 A2 152
1 A2 155
2 A3 144
1 A3 155
1 P-A 005
2 P-A 007

# c66d0164
Energy: Fighting, Water
1 A2 088
2 A2 089
1 A2 121
2 A2 123
2 A2 144
1 A2 147
1 A2 152
1 A2a 045
1 A2a 046
1 A2b 069
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# d96bbc92
Energy: Fighting, Water
2 A2 088
2 A2 089
2 A2 121
2 A2 122
2 A2 123
2 A2 144
2 A2 146
2 A2 152
2 P-A 005
2 P-A 007

# f5f013e6
Energy: Fighting, Water
1 A1 225
2 A2 088
2 A2 089
2 A2 121
2 A2 122
2 A2 123
2 A2 144
2 A2 146
1 A2 150
1 A2 152
1 P-A 005
2 P-A 007
