# 318561ee
Energy: Fighting
1 A1 154
1 A1 225
1 A1a 047
2 A2 068
2 A2 069
2 A2 095
2 A2 146
2 A2 148
2 A2 150
1 A2b 040
2 P-A 005
2 P-A 007

# 4d05b9bd
Energy: Fighting
1 A1 225
1 A1a 047
2 A2 068
1 A2 069
2 A2 095
1 A2 146
1 A2 147
1 A2 150
2 A2b 040
1 A2b 069
1 A2b 071
2 A3 144
2 P-A 005
2 P-A 007

# 7d96b54d
Energy: Fighting
1 A1a 047
2 A2 068
2 A2 069
2 A2 095
1 A2 146
1 A2 148
2 A2 150
1 A2 155
2 A2b 040
1 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# ae9c0184
Energy: Fighting
1 A1 154
1 A1a 047
2 A2 068
2 A2 069
2 A2 095
2 A2 146
2 A2 148
2 A2 150
1 A2 155
1 A2b 040
2 P-A 005
2 P-A 007

# bafece23
Energy: Fighting
1 A1 154
1 A1a 047
2 A2 068
2 A2 095
1 A2 146
1 A2 147
1 A2 150
1 A2 155
1 A2b 040
1 A2b 071
2 A3 144
1 A3 155
1 P-A 002
2 P-A 005
2 P-A 007

# c17419a6
Energy: Fighting
1 A1 154
1 A1a 047
2 A2 068
2 A2 069
2 A2 095
2 A2 146
2 A2 148
2 A2 150
1 A2b 040
1 A2b 071
2 P-A 005
2 P-A 007

# d2366a10
Energy: Fighting
1 A1 154
1 A1 225
1 A1a 047
2 A2 068
2 A2 069
2 A2 095
1 A2 146
1 A2 147
1 A2 150
1 A2b 040
1 A2b 069
1 A2b 071
1 P-A 001
2 P-A 005
2 P-A 007

# d483fa13
Energy: Fighting
1 A1 225
1 A1a 047
2 A2 068
2 A2 069
2 A2 095
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2b 040
1 A2b 069
1 A2b 071
2 P-A 005
2 P-A 007

# e725d320
Energy: Fighting
2 A2 068
1 A2 069
2 A2 095
2 A2 148
1 A2 150
2 A2b 040
1 A2b 069
1 A2b 071
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007
