# 4b5798d8
Energy: Metal
1 A1 225
1 A1a 068
2 A2 119
1 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2a 071
1 A2b 052
1 A2b 053
1 A2b 054
1 A2b 070
1 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007

# badc520a
Energy: Metal
1 A1a 068
2 A2 119
1 A2 147
2 A2a 075
1 A2b 052
1 A2b 053
1 A2b 054
1 A2b 069
1 A2b 070
1 A3 144
1 A3 155
1 A3a 064
2 A4 156
2 P-A 005
2 P-A 007

# c387151a
Energy: Metal
1 A1a 068
2 A2 119
2 A2 146
2 A2 147
1 A2 150
1 A2 154
1 A2b 036
1 A2b 052
2 A2b 053
1 A2b 054
2 A2b 057
2 A2b 111
2 P-A 007
