# 4450f8ee
Energy: Psychic
2 A1 098
2 A2 051
2 A2 053
2 A2 063
2 A2 064
2 A2 065
1 A2 146
2 A2 150
1 A2 152
2 P-A 005
2 P-A 007

# 89ccbd14
Energy: Psychic
2 A1 098
2 A2 051
2 A2 053
2 A2 063
1 A2 064
2 A2 065
1 A2 147
1 A2 152
1 A3 084
1 A3 144
2 A3 155
2 P-A 005
1 P-A 007

# 8d734a54
Energy: Psychic
2 A1 098
2 A1 225
2 A2 051
2 A2 053
1 A2 063
1 A2 064
1 A2 065
1 A2 146
2 A2 147
1 A2 150
1 A2 152
2 P-A 005
2 P-A 007

# ea0d28ec
Energy: Psychic
2 A1 098
2 A2 051
2 A2 053
2 A2 063
2 A2 064
2 A2 065
2 A2 146
1 A2 148
1 A2 152
2 P-A 005
2 P-A 007
