# 2aab32f1
Energy: Psychic
1 A1 129
1 A1 131
2 A1 132
1 A1 225
2 A1a 068
1 A2 067
2 A2 068
1 A2 069
1 A2 146
1 A2 147
1 A2 148
2 P-A 005
2 P-A 007
1 P-A 037
1 P-A 038

# 836a4fc9
Energy: Psychic
1 A1 128
1 A1 129
2 A1 130
2 A1 132
2 A1 223
2 A1 225
2 A1a 065
1 A2 067
2 A2 069
2 P-A 005
2 P-A 007
1 P-A 038

# 96ecf085
Energy: Psychic
2 A1 131
2 A1 132
2 A1a 065
1 A2 022
1 A2 067
2 A2 068
1 A2 147
1 A2 148
2 P-A 001
2 P-A 005
2 P-A 007
1 P-A 037
1 P-A 038

# e32be18a
Energy: Psychic
1 A1 130
1 A1 131
2 A1 132
1 A1a 032
1 A1a 068
1 A2 066
1 A2 067
1 A2 068
1 A2 069
2 A2 147
1 A2 148
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007
