# 046b937f
Energy: Fire
1 A1 225
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
1 A3a 067
2 A3b 068
2 P-A 005
2 P-A 007

# 048a517a
Energy: Fire, Water
1 A1 223
1 A2 147
1 A2 150
1 A2 155
1 A2b 069
1 A2b 070
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 155
1 A3a 060
1 A3a 061
2 P-A 005
2 P-A 007

# 069cfaa0
Energy: Fire
1 A2 146
1 A2 147
1 A2b 069
1 A2b 070
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 155
1 A3a 060
1 A3a 061
1 A3a 064
2 P-A 005
1 P-A 006
2 P-A 007

# 124336d1
Energy: Fire
1 A2 150
1 A2 155
1 A2b 071
2 A3 031
2 A3 033
2 A3 144
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 28552602
Energy: Fire
1 A1 225
1 A2b 069
2 A3 030
2 A3 033
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
1 A3a 067
1 A3b 012
1 A3b 068
2 P-A 005
2 P-A 007

# 2db091f5
Energy: Fire
1 A1 225
1 A2 146
1 A2 155
2 A3 031
1 A3 032
2 A3 033
2 A3 144
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 329f0e1f
Energy: Fire
2 A2 148
1 A2 150
1 A2b 070
2 A3 031
2 A3 033
2 A3 144
1 A3 151
1 A3 155
1 A3a 060
1 A3a 061
1 A3a 064
1 B1 217
1 B1 225
1 P-A 005
1 P-A 006
1 P-A 007

# 35ab1fde
Energy: Fire
1 A1 223
1 A1 225
2 A3 031
2 A3 033
2 A3 144
2 A3a 060
2 A3a 061
2 A3a 067
2 A3b 068
2 P-A 005
2 P-A 007

# 45f1acc7
Energy: Fire
1 A1 225
1 A2 150
2 A3 030
2 A3 033
2 A3 144
2 A3a 060
2 A3a 061
2 A3a 067
1 A3b 012
1 A3b 068
2 P-A 005
2 P-A 007

# 4cf9ccd1
Energy: Fire
1 A1 225
1 A2 150
1 A2b 069
1 A2b 071
2 A3 030
2 A3 033
2 A3 144
1 A3 149
2 A3a 060
2 A3a 061
2 A3a 067
1 P-A 005
2 P-A 007

# 4d5e0868
Energy: Fire
1 A1 225
1 A2 155
2 A3 030
1 A3 032
2 A3 033
1 A3 144
1 A3 151
1 A3 155
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 536798ad
Energy: Fire
1 A1 225
1 A2 146
1 A2 155
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# 5666edd3
Energy: Fire
1 A1 225
1 A2 155
1 A2b 070
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
1 P-A 005
2 P-A 007

# 65927732
Energy: Fire
1 A1 223
1 A2 155
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 68a560ec
Energy: Fire
1 A1 225
1 A2 147
1 A2 148
1 A2 155
2 A3 030
2 A3 033
2 A3 144
1 A3 151
1 A3 155
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 007

# 6f628787
Energy: Fire
1 A2 150
1 A2b 071
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 146
1 A3 155
2 A3a 060
2 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# 7f700024
Energy: Fire
1 A1 223
1 A1 225
1 A2 147
1 A2 150
1 A2 155
1 A2b 069
1 A3 031
1 A3 033
1 A3 144
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 993e76cc
Energy: Fire
1 A1 223
1 A1 225
1 A2 155
2 A2b 070
1 A2b 071
2 A3 031
2 A3 033
2 A3 144
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 007

# b5260c94
Energy: Fire
1 A2 147
1 A2 150
1 A2b 069
1 A2b 070
2 A3 030
2 A3 033
2 A3 144
1 A3 151
2 A3a 060
2 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# c8390321
Energy: Fire
1 A1 225
1 A2 155
1 A2b 069
2 A3 030
2 A3 033
2 A3 144
1 A3 155
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# cc332fef
Energy: Fire
1 A1 225
1 A2 146
1 A2 150
2 A3 030
1 A3 032
2 A3 033
2 A3 144
1 A3 155
1 A3a 060
1 A3a 061
1 A3a 067
2 A3b 068
2 P-A 005
2 P-A 007

# ce81af85
Energy: Fire
1 A1 225
1 A2 146
1 A2 147
1 A2 150
1 A2b 071
2 A3 030
1 A3 032
2 A3 033
2 A3 144
2 A3 155
1 A3a 060
1 A3a 061
2 P-A 005
2 P-A 007

# d42060e7
Energy: Fire
1 A1 225
1 A2 150
2 A3 030
1 A3 032
2 A3 033
2 A3 144
2 A3a 060
2 A3a 061
2 A3a 067
1 A3b 068
2 P-A 005
2 P-A 007

# dd0c8670
Energy: Fire
2 A1 223
1 A2 150
1 A2 155
2 A2b 070
2 A3 031
2 A3 033
2 A3 144
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 007
