# 1c84ba28
Energy: Water
1 A2 150
1 A2b 070
1 B1 225
1 B2 153
1 B3b 011
2 B3b 012
2 B3b 013
2 B3b 014
2 B3b 015
1 B3b 064
1 B3b 065
1 B3b 068
2 P-A 005
2 P-A 007

# 4acd572a
Energy: Water
1 A2 150
1 A2a 072
1 B1 225
1 B2 153
1 B2b 069
2 B3b 012
2 B3b 013
2 B3b 014
2 B3b 015
1 B3b 064
1 B3b 065
1 B3b 068
2 P-A 005
2 P-A 007

# 8327446e
Energy: Water
1 A2 150
1 A2b 070
1 A4 151
2 A4a 021
1 B1 070
1 B1 225
1 B1 226
2 B3b 012
2 B3b 013
2 B3b 015
1 B3b 065
2 B3b 068
1 P-A 005
2 P-A 007

# 85b9e007
Energy: Water
1 A2 150
1 A2 155
2 A4a 021
1 B1 225
1 B1 226
1 B2 153
2 B3b 012
2 B3b 013
2 B3b 015
1 B3b 065
2 B3b 068
2 P-A 005
2 P-A 007

# ca6dcf5a
Energy: Water
1 A2 150
1 A4 151
2 A4a 021
1 A4a 067
1 B1 070
1 B1 225
1 B1 226
2 B3b 012
2 B3b 013
2 B3b 015
1 B3b 065
2 B3b 068
1 P-A 005
2 P-A 007

# f654a3c1
Energy: Water
1 A2 150
1 A2a 072
1 B1 223
1 B1 225
1 B2 153
2 B3b 012
1 B3b 013
2 B3b 014
2 B3b 015
1 B3b 064
1 B3b 065
2 B3b 068
2 P-A 005
2 P-A 007
