# 2cc5c0a7
Energy: Fire
2 A1 048
1 A1 225
1 A2 146
1 A2 150
2 A3 030
2 A3 033
2 A3 144
2 A3 155
1 A3b 012
2 A3b 068
2 P-A 005
2 P-A 007

# 43a5eb53
Energy: Fire
2 A1 048
2 A2 148
2 A3 031
2 A3 033
2 A3 144
1 A3 151
2 A3 155
1 A3b 012
2 A3b 068
2 P-A 005
2 P-A 007

# 49996c7b
Energy: Fire
2 A1 048
1 A1 225
1 A2 146
1 A2b 069
1 A3 032
2 A3 033
2 A3 144
2 A3 155
2 A3b 011
2 A3b 068
2 P-A 005
2 P-A 007

# 4b46e952
Energy: Fire
2 A1 048
1 A1 225
1 A2 146
1 A2 155
2 A3 031
2 A3 033
2 A3 144
2 A3 155
1 A3b 012
2 A3b 068
2 P-A 005
2 P-A 007

# cdc43a43
Energy: Fire
2 A1 048
1 A2b 069
1 A2b 071
2 A3 030
2 A3 033
2 A3 037
2 A3 144
2 A3 150
2 A3 155
2 P-A 005
2 P-A 007

# d7081962
Energy: Fire
2 A1 048
1 A1 225
1 A2 146
1 A2 155
2 A3 031
1 A3 032
2 A3 033
2 A3 144
2 A3 155
2 A3b 068
2 P-A 005
2 P-A 007
