# 13e0231b
Energy: Lightning
1 A1 225
2 A1a 025
2 A1a 027
2 A2 054
2 A2 147
2 A2 148
1 A2 150
2 A2b 026
2 P-A 002
2 P-A 005
2 P-A 007

# 3770ec2f
Energy: Lightning
2 A1 223
2 A1a 025
2 A1a 030
2 A2 054
1 A2 150
1 A2b 069
2 A2b 070
1 A3a 064
1 A4 070
2 P-A 001
2 P-A 005
2 P-A 007

# 62dcf2e4
Energy: Lightning
2 A1 110
2 A1a 025
2 A1a 028
2 A1a 061
2 A2 054
2 A2 147
2 A2 148
2 P-A 001
2 P-A 005
2 P-A 007

# 7ce56730
Energy: Lightning
1 A1 225
2 A1a 025
2 A1a 027
2 A1a 028
2 A2 054
2 A2 147
2 A2 148
1 A2 150
1 A2b 070
1 P-A 001
2 P-A 005
2 P-A 007

# 8494692a
Energy: Lightning
2 A1 101
2 A1 223
1 A1 225
2 A1a 025
2 A1a 028
2 A2 054
2 A2 147
2 A2 148
1 A2 150
2 A2b 070
2 P-A 001

# f052d8f2
Energy: Lightning
2 A1 107
2 A1 223
2 A1 225
2 A1a 025
2 A1a 028
2 A2 054
1 A2 147
2 A2 148
1 A2 150
2 P-A 005
2 P-A 007
