# 577c4242
Energy: Fire
1 A2 150
2 B1 217
1 B1 225
1 B2a 014
1 B3 137
1 B3 155
2 B3b 010
2 B3b 025
2 B3b 034
2 B3b 038
1 B3b 067
2 P-A 005
2 P-A 007

# 7f465def
Energy: Fire
1 A1 225
1 A2 150
1 B1 225
1 B3 137
2 B3b 010
2 B3b 025
2 B3b 034
2 B3b 038
1 B3b 064
2 B3b 067
1 B3b 069
2 P-A 005
2 P-A 007

# 8f805948
Energy: Fire
1 A2 150
1 A4 032
2 B1 217
1 B1 225
1 B1 226
1 B3 137
1 B3 155
2 B3b 010
2 B3b 025
2 B3b 034
2 B3b 038
1 B3b 064
2 B3b 067
1 P-A 007

# 94abd06a
Energy: Fire
1 A1 225
1 A2 150
1 A3 151
2 B1 217
1 B1 225
1 B2 154
2 B3b 010
2 B3b 025
2 B3b 034
2 B3b 038
1 B3b 064
1 B3b 067
1 P-A 005
2 P-A 007

# a5aaee0c
Energy: Fire
1 A2 150
2 B1 217
1 B1 225
1 B3 137
2 B3 148
1 B3 155
2 B3b 010
2 B3b 025
2 B3b 034
2 B3b 038
1 B3b 067
1 B3b 069
2 P-A 007

# d3db1891
Energy: Fire
1 A2a 073
2 B1 217
1 B1 225
1 B3 137
1 B3 155
2 B3b 010
2 B3b 025
2 B3b 034
2 B3b 038
2 B3b 067
2 P-A 005
2 P-A 007

# fb01f970
Energy: Fire
1 A1 225
1 A4 032
2 B1 217
1 B1 225
1 B1 226
1 B2 154
1 B3 137
2 B3b 010
2 B3b 025
2 B3b 034
2 B3b 038
1 B3b 064
2 B3b 067
1 P-A 007
