# 103d1980
Energy: Metal
1 A2 146
1 A2 148
1 A2b 069
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
1 A3 144
1 A3 151
1 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 296148b1
Energy: Metal
1 A1 225
1 A2 150
1 A2b 069
1 A2b 070
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 151
2 P-A 005
2 P-A 007

# 30a7d9df
Energy: Metal
1 A1 225
1 A2 146
1 A2 147
1 A2 150
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 367ecf14
Energy: Metal
1 A1 223
1 A1 225
1 A2 146
1 A2 147
1 A2 150
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
2 P-A 005
2 P-A 007

# 3998e905
Energy: Metal
1 A1 225
1 A2 146
1 A2 150
1 A2 155
1 A2b 071
2 A3 085
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# 46bfe969
Energy: Metal
1 A1 225
1 A2 146
1 A2 147
1 A2 150
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 146
2 P-A 005
2 P-A 007

# 521f61d2
Energy: Metal
1 A2 150
1 A2 155
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 151
1 A3 155
1 A3a 064
2 P-A 005
2 P-A 007

# 55d5274b
Energy: Metal
1 A2 150
1 A2 155
1 A2b 069
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# a2154cf1
Energy: Metal
1 A1 225
1 A2 146
1 A2 147
1 A2 150
2 A3 085
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 146
1 A3 155
2 P-A 005
2 P-A 007

# a28b3c46
Energy: Metal
1 A1 223
1 A1 225
1 A2 147
1 A2 150
1 A2b 071
2 A3 085
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# a6ff62fb
Energy: Metal
1 A2 146
1 A2 148
1 A2 150
1 A2b 069
1 A2b 071
2 A3 085
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007

# ae82a564
Energy: Metal
1 A1 225
1 A2 146
1 A2 150
1 A2 155
1 A2b 069
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
2 P-A 005
2 P-A 007

# b872066f
Energy: Metal
1 A1 225
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
2 P-A 005
2 P-A 007

# cd646847
Energy: Metal
1 A1 225
1 A2 150
1 A2b 069
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 146
1 A3 155
2 P-A 005
2 P-A 007

# e10fd058
Energy: Metal
1 A1 225
1 A2 146
1 A2 150
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# f3fd52e8
Energy: Metal
1 A1 225
1 A2 147
1 A2 150
1 A2b 069
2 A3 085
1 A3 086
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 146
2 P-A 005
2 P-A 007

# fe6b59c8
Energy: Metal
1 A2 111
1 A2 147
1 A2 148
1 A2 155
1 A2b 069
2 A3 085
1 A3 086
1 A3 093
1 A3 119
2 A3 122
2 A3 144
1 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# fedde793
Energy: Metal
1 A1 225
1 A2 146
2 A2 148
1 A2 150
2 A3 085
2 A3 093
2 A3 119
2 A3 122
2 A3 144
1 A3 155
2 P-A 005
2 P-A 007
