# 06853b56
Energy: Fire
1 A1 225
2 A2 148
1 A2 150
2 A3 144
1 A3 155
2 B1 033
2 B1 036
2 B1 109
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 1ba200fa
Energy: Fire
2 A2 148
1 A2 150
2 A3 144
1 A3 155
2 B1 033
2 B1 036
1 B1 044
2 B1 109
1 B1 217
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 26086772
Energy: Fire
2 A2 148
1 A2 150
2 A3 144
1 A3 155
2 B1 033
1 B1 034
2 B1 036
2 B1 109
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 2826b7c9
Energy: Fire
2 A2 148
1 A2 150
2 A3 144
2 B1 033
2 B1 036
1 B1 044
2 B1 109
2 B1 225
2 B2 145
2 P-A 005
2 P-A 007

# 30f9f7eb
Energy: Fire
1 A2 148
1 A2 150
2 A3 144
1 A3 155
2 B1 033
2 B1 036
1 B1 044
2 B1 109
2 B1 225
2 P-A 005
2 P-A 006
2 P-A 007

# 3d06fbca
Energy: Fire
1 A1 225
1 A2 148
1 A2 150
1 A2 155
2 A3 144
1 A3 155
2 B1 033
2 B1 036
1 B1 044
2 B1 109
1 B1 217
2 B1 225
1 P-A 005
2 P-A 007

# 40484486
Energy: Fire
1 A1 225
2 A2 148
1 A2 150
2 A3 144
1 A3 155
2 B1 033
2 B1 036
2 B1 109
2 B1 225
1 P-A 005
2 P-A 006
2 P-A 007

# 4e36ff9d
Energy: Fire
1 A2 150
2 A2 155
2 A3 144
2 B1 033
1 B1 034
2 B1 036
2 B1 109
2 B1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 5d54d7b0
Energy: Fire
1 A2 148
1 A2 150
1 A2 155
1 A2b 070
2 A3 144
2 B1 033
1 B1 034
2 B1 036
2 B1 109
1 B1 217
1 B1 225
1 B1a 065
2 P-A 005
2 P-A 007

# aaa84147
Energy: Fire
1 A2 070
1 A2 072
1 A2 148
1 A2 155
2 A3 144
1 A3 155
2 B1 033
1 B1 034
2 B1 036
2 B1 109
2 B1 223
2 P-A 005
2 P-A 007

# b4766042
Energy: Fire
2 A2 148
1 A2 150
2 A3 144
1 A3 155
2 B1 033
2 B1 036
1 B1 044
2 B1 109
1 B1 217
2 B1 225
2 P-A 005
2 P-A 007

# e23c83a6
Energy: Fire
2 A2 148
1 A2 150
2 A3 144
1 A3 151
1 A3 155
2 B1 033
2 B1 036
1 B1 044
2 B1 109
2 B1 225
2 P-A 005
2 P-A 007

# e63dafdd
Energy: Fire
1 A2 150
2 A3 037
1 A3 144
2 A3 150
1 A3 155
2 B1 033
1 B1 034
2 B1 036
2 B1 109
2 B1 225
2 P-A 005
2 P-A 007

# f4ff7d78
Energy: Fire
1 A1 225
1 A2 148
1 A2 150
2 A3 144
1 A3 155
2 B1 033
2 B1 036
2 B1 109
2 B1 225
1 B1a 065
2 P-A 005
1 P-A 006
2 P-A 007

# f803cdd2
Energy: Fire
2 A2 148
1 A2 150
2 A3 144
1 A3 151
1 A3 155
2 B1 033
1 B1 034
2 B1 036
2 B1 109
1 B1 217
1 B1 225
2 P-A 005
2 P-A 007
