# 0138da06
Energy: Fire
1 A1 033
2 A1 036
1 A1 223
1 A1 225
1 A2 146
1 A2b 069
2 A3 030
1 A3 032
2 A3 033
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 297262ac
Energy: Fire
1 A1 036
1 A2 150
2 A2b 008
1 A2b 009
2 A3 030
2 A3 033
2 A3 144
1 A3 155
1 A3a 064
1 A3b 012
1 A4 151
1 B1 217
1 P-A 005
1 P-A 006
2 P-A 007

# 7795a2e0
Energy: Fire
1 A1 036
1 A1 225
1 A2 150
1 A2b 008
1 A2b 069
1 A2b 071
1 A2b 072
2 A3 031
1 A3 032
2 A3 033
2 A3 144
2 A3 155
1 P-A 005
1 P-A 006
2 P-A 007

# b6e7b1f7
Energy: Fire
1 A1 033
1 A1 036
1 A2 025
1 A2 148
1 A2 150
1 A2b 072
2 A3 030
1 A3 033
2 A3 144
1 A3 155
1 A4 031
1 A4 032
2 P-A 001
2 P-A 005
2 P-A 007

# d29d9b09
Energy: Fire
1 A1 036
1 A2b 008
2 A2b 070
2 A2b 072
1 A3 033
2 A3 144
2 A3 155
2 A3b 011
1 A3b 013
2 A3b 068
2 P-A 005
2 P-A 007
