# 1710c56f
Energy: Grass
1 A1 225
2 A2a 010
2 A2b 071
2 A3 147
2 A3a 006
1 A3a 069
2 A4 032
2 A4 134
2 A4 157
2 P-A 005
2 P-A 007

# 272f1ac8
Energy: Grass, Water
2 A1 219
1 A1 225
1 A2 150
1 A2 155
2 A2a 010
2 A2a 072
2 A2b 070
2 A3 147
1 A3a 006
2 A3b 055
2 A3b 066
2 P-A 007

# 2ee6b73d
Energy: Grass
2 A1 219
1 A1 225
2 A1a 061
1 A1a 068
1 A2 146
1 A2 150
2 A2a 010
2 A3 147
1 A3 151
2 A3a 006
2 P-A 005
1 P-A 006
2 P-A 007

# 51f9d25b
Energy: Grass
2 A1 219
1 A1 225
1 A1a 068
2 A2 126
1 A2 146
1 A2 150
2 A2a 010
2 A2b 070
1 A3 151
2 A3a 006
2 P-A 005
1 P-A 006
2 P-A 007

# 69d04e8c
Energy: Grass
1 A1 219
2 A2 020
1 A2 148
1 A2 150
2 A2a 010
2 A3a 006
1 A3a 069
1 A3b 056
2 A4 134
2 A4 157
1 A4 158
2 P-A 005
2 P-A 007
