# 03ef3c60
Energy: Grass
1 A1 219
2 A1 225
1 A2 020
1 A2 150
2 A2a 010
2 A3 147
2 B1 184
2 B1 225
1 B2 017
1 B2 145
1 B2a 093
2 P-A 005
2 P-A 007

# 0578c357
Energy: Grass
1 A1 219
1 A2 020
1 A2 150
2 A2a 010
2 A3 147
2 B1 184
1 B1 223
2 B1 225
2 B2 017
1 B2 145
1 B2 154
2 P-A 005
2 P-A 007

# 065bfde9
Energy: Grass
1 A1 219
1 A1 225
1 A2 020
1 A2 150
1 A2 155
2 A2a 010
2 A3 147
2 B1 184
2 B1 225
2 B2 017
1 B2 154
2 P-A 005
2 P-A 007

# 07cfd895
Energy: Grass
1 A1 219
1 A1 225
1 A2 020
1 A2 150
2 A2a 010
2 A3 147
2 B1 184
2 B1 225
2 B2 017
1 B2 145
1 P-A 002
2 P-A 005
2 P-A 007

# 0a23521a
Energy: Grass
2 A1 219
1 A1 225
1 A2 020
1 A2 150
2 A2a 010
2 A3 147
2 B1 184
2 B1 225
2 B2 017
2 B2 145
1 P-A 005
2 P-A 007

# 0c47fcc2
Energy: Grass
1 A1 219
1 A1 225
1 A2 020
1 A2 150
1 A2 155
2 A2a 010
2 A3 147
1 A3 151
2 B1 184
1 B1 225
1 B2 017
1 B2 145
1 B2b 065
2 P-A 005
2 P-A 007

# 0c7a1d99
Energy: Grass
1 A1 219
1 A2 020
1 A2 150
2 A2a 010
2 A3 147
2 A3b 066
2 B1 184
2 B1 225
1 B2 017
1 B2 150
1 P-A 002
2 P-A 005
2 P-A 007

# 0d528790
Energy: Grass
1 A1 219
1 A2 020
1 A2 150
2 A2a 010
1 A2b 071
2 A3 147
2 B1 184
1 B1 225
1 B1 226
1 B2 017
1 B2 145
1 B2 150
1 B2 153
1 P-A 005
1 P-A 006
2 P-A 007

# 0f44e6cd
Energy: Grass
1 A1 219
1 A1 225
1 A2 147
1 A2 150
1 A2 155
2 A2a 010
2 A3 147
2 B1 184
2 B1 225
2 B2 017
1 P-A 002
2 P-A 005
2 P-A 007

# 1d0cce14
Energy: Grass
2 A1 219
2 A2 150
2 A2a 010
2 A3 147
2 A3a 007
2 B1 184
2 B1 225
2 B2 017
2 P-A 005
2 P-A 007

# 1e64378a
Energy: Grass
1 A1 219
1 A1 225
1 A2 020
1 A2 150
2 A2a 010
2 A3 147
2 B1 184
2 B1 225
1 B2 017
1 B2 145
1 B2b 066
1 B2b 069
2 P-A 005
2 P-A 007

# 20cc8116
Energy: Grass
1 A1 225
1 A2 020
1 A2 150
1 A2 155
2 A2a 010
1 A2b 070
2 A3 147
2 A4 066
2 B1 184
1 B1 225
1 B2 017
1 B2a 015
2 P-A 005
2 P-A 007

# 210a8391
Energy: Grass
2 A1 219
2 A2a 010
2 A3 147
2 B1 184
2 B1 225
1 B1a 067
1 B2 017
1 B2 150
1 B2a 007
1 B2a 008
1 B2a 009
2 P-A 005
2 P-A 007

# 21735799
Energy: Grass
2 A1 219
1 A1 225
1 A2 150
1 A2 155
2 A2a 010
2 A3 147
2 B1 184
2 B1 225
2 B2 017
1 B2 154
2 P-A 005
2 P-A 007

# 267a96b8
Energy: Grass
2 A1 219
1 A1 225
1 A2 020
1 A2 150
2 A2a 010
2 A3 147
1 A3 151
1 A3a 007
2 B1 184
1 B1 225
2 B2 017
2 P-A 005
2 P-A 007

# 27c5acf1
Energy: Grass
2 A1 219
1 A1 225
1 A2 020
1 A2 150
2 A2a 010
2 A3 147
1 A3 151
1 A3b 056
2 B1 184
1 B1 225
2 B2 017
