# 009808e8
Energy: Psychic
1 A1 225
1 A2 150
2 A3 074
2 A3 075
2 B1 102
2 B1 109
2 B1 196
1 B1 225
1 B1 226
1 B2 147
1 B2 153
1 B2a 088
1 P-A 005
2 P-A 007

# 022d5129
Energy: Psychic
1 A2 150
2 A3 074
2 A3 075
2 B1 102
1 B1 106
1 B1 109
2 B1 196
2 B1 225
1 B1 226
1 B2 150
1 B3 147
1 B3 148
1 P-A 005
2 P-A 007

# 0478b173
Energy: Psychic
2 A2 150
2 A3 074
2 A3 075
1 A3a 064
2 A4 070
2 B1 102
2 B1 196
1 B1 223
1 B1 225
1 B1 226
2 P-A 005
2 P-A 007

# 0d205125
Energy: Psychic
2 A2 150
1 A2b 071
2 A3 074
2 A3 075
1 A3 080
1 A3 151
2 B1 102
1 B1 109
1 B1 121
2 B1 196
1 B1 225
1 B1 226
1 B1a 069
2 P-A 007

# 0e2e32e6
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
2 A3 074
2 A3 075
2 B1 102
2 B1 109
2 B1 196
1 B1 197
1 B1 225
1 B1 226
1 P-A 005
1 P-A 006
2 P-A 007

# 116b1081
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
2 A3 074
2 A3 075
2 B1 102
1 B1 106
2 B1 109
2 B1 196
1 B1 225
1 B1 226
1 B2 147
1 B2 153
2 P-A 007

# 13fa0a4a
Energy: Psychic
2 A1 225
2 A2b 072
2 A3 074
2 A3 075
2 B1 102
1 B1 106
1 B1 121
2 B1 196
2 B1 225
2 P-A 005
2 P-A 007

# 155c0409
Energy: Psychic
1 A1 225
1 A2 150
2 A3 074
2 A3 075
2 B1 102
2 B1 109
1 B1 120
2 B1 196
1 B1 225
2 B1 226
1 B2 153
1 B2a 088
2 P-A 007

# 1f2c72d3
Energy: Psychic
2 A1 225
1 A2 150
2 A3 074
2 A3 075
2 B1 102
1 B1 106
2 B1 109
2 B1 196
1 B1 225
1 B1 226
1 B2 153
1 P-A 005
2 P-A 007

# 2575ead5
Energy: Psychic
1 A2 150
