# 091e57da
Energy: Lightning, Water
1 A2 147
1 A2 154
1 A2b 069
2 A3 144
2 A3a 021
2 A3b 051
2 A3b 053
1 A4 066
2 A4 151
2 A4 157
2 P-A 005
2 P-A 007

# 11a3e3f6
Energy: Lightning, Water
1 A3 066
2 A3 144
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
1 A4 077
2 A4 151
2 A4 157
1 A4a 023
2 P-A 005
2 P-A 007

# 1394c78f
Energy: Lightning, Water
1 A1 183
1 A1 225
1 A2 150
1 A2 154
1 A2b 071
1 A3 066
0 A3 098
0 A3 101
2 A3 144
2 A3 155
2 A3a 021
1 A3b 051
1 A3b 052
2 A3b 053
2 P-A 005
2 P-A 007

# 160898bc
Energy: Lightning, Water
1 A2 150
1 A2 154
1 A2 155
1 A2b 070
1 A3 066
2 A3 144
1 A3 155
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
1 P-A 002
2 P-A 005
2 P-A 007

# 187c72f0
Energy: Lightning, Water
1 A2 155
2 A3 144
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
1 A4 077
2 A4 151
2 A4 157
1 A4a 023
2 P-A 005
2 P-A 007

# 19db49f7
Energy: Lightning, Water
1 A2 154
1 A2 155
1 A3 066
2 A3 144
1 A3 151
1 A3 155
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 2389f0cb
Energy: Lightning, Water
2 A1 183
1 A2 146
1 A2 147
1 A3 066
2 A3 144
1 A3 151
2 A3a 021
2 A3a 065
2 A3b 053
2 P-A 002
2 P-A 005
2 P-A 007

# 4bfc9bb2
Energy: Lightning, Water
1 A1 184
2 A1a 063
1 A2 147
1 A2 154
1 A2b 069
2 A3 144
1 A3 155
2 A3a 021
2 A3b 051
2 A3b 053
1 P-A 002
2 P-A 005
2 P-A 007

# 53b23474
Energy: Lightning, Water
1 A1 184
1 A1 225
1 A1a 068
1 A2 154
1 A2b 069
1 A3 066
2 A3 144
1 A3 155
2 A3a 021
1 A3a 065
2 A3b 051
2 A3b 053
2 P-A 005
2 P-A 007

# 8ebac05b
Energy: Lightning, Water
2 A1a 068
2 A2 154
1 A3 066
2 A3 144
1 A3 155
2 A3a 021
1 A3a 065
2 A3b 051
1 A3b 052
2 A3b 053
2 P-A 005
2 P-A 007

# 9c42bb37
Energy: Lightning, Water
1 A1a 063
2 A2 154
1 A3 066
2 A3 144
1 A3 155
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
2 P-A 002
2 P-A 005
2 P-A 007

# a37145cd
Energy: Lightning, Water
1 A2 150
1 A2 154
1 A2b 069
1 A2b 070
1 A3 066
2 A3 144
1 A3 155
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
1 P-A 002
2 P-A 005
2 P-A 007

# a7390101
Energy: Lightning, Water
1 A1 225
1 A1a 068
1 A2 154
1 A2b 069
2 A3 144
1 A3 151
1 A3 155
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
2 P-A 005
1 P-A 006
2 P-A 007

# bf01892a
Energy: Lightning, Water
1 A1 225
2 A1a 068
2 A2 144
2 A3 144
1 A3 155
2 A3a 021
1 A3a 065
2 A3b 051
1 A3b 052
2 A3b 053
2 P-A 005
2 P-A 007

# d6c8b113
Energy: Lightning, Water
1 A1 184
1 A2 155
2 A3 144
2 A3a 021
2 A3b 051
2 A3b 053
1 A4 066
1 A4 077
2 A4 151
2 A4 157
2 P-A 005
2 P-A 007

# d8e4da54
Energy: Lightning, Water
1 A1 184
2 A1a 063
1 A2 147
2 A2 154
1 A2b 069
2 A3 144
2 A3a 021
2 A3b 051
2 A3b 053
1 P-A 002
2 P-A 005
2 P-A 007

# df707c30
Energy: Lightning, Water
1 A1 225
1 A2 147
2 A2 154
1 A3 066
2 A3 144
1 A3 155
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
2 P-A 005
1 P-A 006
2 P-A 007

# dfb3f249
Energy: Lightning, Water
1 A2 155
2 A3 144
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
1 A4 066
1 A4 077
2 A4 151
2 A4 157
2 P-A 005
2 P-A 007

# e0271388
Energy: Lightning, Water
1 A2 150
1 A2 154
1 A2 155
1 A2a 072
1 A3 066
2 A3 144
1 A3 155
2 A3a 021
2 A3b 051
1 A3b 052
2 A3b 053
1 P-A 002
2 P-A 005
2 P-A 007

# e717f966
Energy: Lightning, Water
1 A1 225
2 A1a 063
2 A1a 068
1 A2 148
1 A2 154
2 A3 144
2 A3a 021
2 A3b 051
2 A3b 053
2 P-A 005
1 P-A 006
2 P-A 007

# ec81b926
Energy: Lightning, Water
2 A1 183
2 A1 217
2 A1a 068
1 A2 147
2 A3 144
1 A3 155
2 A3a 021
1 A3a 065
1 A3b 052
2 A3b 053
2 P-A 005
2 P-A 007

# f25b9f4f
Energy: Lightning, Water
1 A1 225
2 A1a 068
1 A2b 070
2 A3 144
2 A3a 021
2 A3a 065
2 A3b 051
2 A3b 052
2 A3b 053
2 P-A 005
2 P-A 007
