# 0160fcc2
Energy: Grass
1 A1 223
1 A1 225
1 A1a 068
1 A2 022
1 A2 147
2 A2 148
1 A2 150
2 A2a 009
1 A2a 069
2 A2a 071
1 A2b 069
1 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 04553d2f
Energy: Grass
1 A1 198
1 A1 223
2 A1 225
1 A2 147
2 A2 148
1 A2 150
1 A2 154
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 071
2 P-A 005
2 P-A 007

# 1b9bc4a8
Energy: Grass
1 A1 225
1 A2 147
2 A2 148
1 A2 150
2 A2a 009
2 A2a 071
2 A3 149
2 A3a 008
1 B1 225
2 P-A 005
2 P-A 006
2 P-A 007

# 1f187eac
Energy: Grass
1 A1 198
2 A1 225
1 A2 147
2 A2 148
1 A2 150
1 A2 154
1 A2 155
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 071
2 P-A 005
2 P-A 007

# 2684f1db
Energy: Grass
1 A1 223
1 A1 225
1 A1a 068
1 A2 147
1 A2 150
1 A2 154
1 A2 155
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 071
1 A3 151
2 P-A 005
1 P-A 006
2 P-A 007

# 30f7eca0
Energy: Grass
1 A1 223
1 A1 225
2 A2 147
1 A2 150
1 A2 155
2 A2a 009
2 A2a 071
1 A2b 070
1 A3 149
2 A4a 023
2 B1 225
2 P-A 005
2 P-A 007

# 34554091
Energy: Grass
1 A1 198
2 A1 223
1 A1 225
2 A2 147
1 A2 148
1 A2 150
2 A2a 009
2 A2a 069
1 A2a 070
2 A2a 071
1 P-A 002
2 P-A 005
2 P-A 007

# 39a1453a
Energy: Grass
2 A1 223
1 A2 017
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2 154
2 A2a 009
2 A2a 069
2 A2a 071
2 P-A 005
2 P-A 007

# 4dcbbed7
Energy: Grass
1 A1 225
1 A1a 068
2 A2 022
1 A2 146
2 A2 147
1 A2 150
1 A2 155
2 A2a 009
2 A2a 071
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 5cc42df4
Energy: Grass
1 A1 198
2 A1 225
2 A2 147
1 A2 150
1 A2 154
1 A2 155
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 071
1 P-A 002
2 P-A 005
2 P-A 007

# 64d1e3f6
Energy: Grass
1 A1 223
1 A1 225
1 A1a 063
1 A1a 068
1 A2 022
2 A2 147
1 A2 148
1 A2 150
1 A2 154
2 A2a 009
1 A2a 069
2 A2a 071
1 P-A 002
2 P-A 005
2 P-A 007

# 65d2352d
Energy: Grass
2 A1 225
1 A2 104
2 A2 147
1 A2 150
1 A2 154
2 A2a 009
2 A2a 069
1 A2a 070
2 A2a 071
2 A2b 071
2 P-A 005
2 P-A 007

# 6802d792
Energy: Grass
2 A1 219
2 A2 022
1 A2 146
2 A2 148
1 A2 150
2 A2a 009
2 A2a 071
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 6e195fee
Energy: Grass
1 A1 025
1 A1 225
2 A2 147
1 A2 148
1 A2 150
1 A2 154
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 069
2 A2b 071
2 P-A 005
2 P-A 007

# 75338bea
Energy: Grass
1 A1 223
1 A1 225
1 A2 017
1 A2 146
1 A2 147
2 A2 148
1 A2 150
2 A2a 009
2 A2a 069
2 A2a 071
2 P-A 002
2 P-A 005
2 P-A 007

# 762b467e
Energy: Grass
1 A1 225
2 A1a 068
2 A2 022
1 A2 147
2 A2 148
1 A2 150
2 A2a 009
2 A2a 071
2 A2b 070
1 A2b 071
2 P-A 005
2 P-A 007

# 7d18b6a2
Energy: Grass
1 A1 198
1 A1 225
1 A1a 009
2 A2 147
1 A2 148
1 A2 154
2 A2a 009
1 A2a 069
2 A2a 071
1 A2b 070
2 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 7d22d508
Energy: Grass
1 A1 225
1 A2 147
2 A2 148
1 A2 150
2 A2a 009
2 A2a 071
2 A3 149
2 A3a 008
1 B1 225
2 P-A 001
2 P-A 005
2 P-A 007

# 7d2535f5
Energy: Grass
1 A1 223
1 A1 225
2 A1a 068
2 A2 147
1 A2 150
1 A2 155
2 A2a 009
1 A2a 069
1 A2a 070
2 A2a 071
2 P-A 001
2 P-A 005
2 P-A 007

# 808c66f8
Energy: Grass
1 A1 223
1 A1 225
1 A2 022
1 A2 147
2 A2 148
1 A2 150
1 A2 154
1 A2 155
2 A2a 009
1 A2a 069
2 A2a 071
1 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# 810a30f9
Energy: Grass
2 A1 223
1 A1 225
1 A2 146
2 A2 147
1 A2 150
1 A2 154
2 A2a 009
2 A2a 069
2 A2a 071
1 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 83b92fff
Energy: Grass
1 A1 198
2 A1 225
1 A2 146
2 A2 147
1 A2 150
1 A2 154
1 A2 155
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 071
2 P-A 005
2 P-A 007

# 9a6a7b40
Energy: Grass
1 A1 198
1 A1 219
1 A1 225
2 A2 147
1 A2 148
1 A2 154
2 A2a 009
1 A2a 069
2 A2a 071
1 A2b 070
2 A2b 071
1 A2b 072
2 P-A 005
2 P-A 007

# a3a397f2
Energy: Grass
1 A1 225
1 A2 146
2 A2 148
1 A2 150
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 069
1 A2b 072
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# a8dbd44f
Energy: Grass
2 A1 223
1 A1 225
1 A2 146
2 A2 148
2 A2 150
1 A2 155
2 A2a 009
2 A2a 069
2 A2a 071
1 P-A 002
2 P-A 005
2 P-A 007

# ae5950fa
Energy: Grass
1 A1 219
1 A1a 068
1 A2 147
1 A2 148
2 A2 150
2 A2a 009
2 A2a 071
1 A2b 069
1 A3 147
1 A3 149
2 A3a 007
1 A3a 008
2 P-A 005
2 P-A 007

# ae782e3a
Energy: Grass
2 A1 223
1 A1 225
1 A1a 068
1 A2 146
1 A2 147
1 A2 148
1 A2 150
2 A2 154
2 A2a 009
2 A2a 069
2 A2a 071
2 P-A 005
2 P-A 007

# afa155ef
Energy: Grass
1 A1 198
1 A1 223
2 A1 225
1 A2 146
2 A2 147
1 A2 150
1 A2 154
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 071
2 P-A 005
2 P-A 007

# b4554173
Energy: Grass
1 A1 198
1 A1 223
2 A1 225
2 A2 147
1 A2 148
1 A2 150
1 A2 154
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 071
2 P-A 005
2 P-A 007

# c11e9916
Energy: Grass
2 A1 223
2 A1a 068
1 A2 022
2 A2 147
1 A2 150
2 A2a 009
1 A2a 070
2 A2a 071
1 A2b 071
2 P-A 001
2 P-A 005
2 P-A 007

# c7134f2e
Energy: Grass
1 A1 198
2 A1 223
1 A1 225
1 A2 146
2 A2 147
1 A2 150
2 A2a 009
2 A2a 069
2 A2a 071
2 A2b 071
2 P-A 005
2 P-A 007

# c8a7f8c5
Energy: Grass
2 A1 223
2 A1 225
1 A2 019
1 A2 022
2 A2 146
2 A2 147
1 A2 148
1 A2 150
1 A2 154
1 A2a 009
1 A2a 069
1 A2a 071
2 P-A 005
2 P-A 007

# cf93e709
Energy: Grass
1 A1 025
1 A1 225
1 A2 147
2 A2 148
1 A2 150
1 A2 154
2 A2a 009
2 A2a 069
2 A2a 071
1 A2b 069
2 A2b 071
2 P-A 005
2 P-A 007

# cfec891e
Energy: Grass
1 A1 219
2 A1 223
1 A1 225
2 A2 147
1 A2 148
1 A2 150
2 A2a 009
1 A2a 069
2 A2a 071
1 A2a 073
2 P-A 002
2 P-A 005
2 P-A 007

# d4e60841
Energy: Grass
2 A1 223
1 A1 225
2 A1a 068
2 A2 022
2 A2 147
2 A2 148
1 A2 150
2 A2a 009
2 A2a 071
2 P-A 005
2 P-A 007

# e6b6407f
Energy: Grass
1 A1 198
2 A1 223
1 A1 225
1 A2 147
2 A2 148
