# 0a4285e0
Energy: Lightning
1 A2 147
1 A2 150
1 A2 155
2 A2a 025
2 A2a 026
2 A2a 071
1 A3 058
1 A3 149
2 A4 066
1 A4 151
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 0ff9d5da
Energy: Lightning
2 A1 094
2 A1a 068
1 A2 147
2 A2 150
1 A2 155
2 A2a 026
2 A2a 071
1 A3 058
1 A3 066
2 A4 032
2 P-A 005
2 P-A 007

# 585a474e
Energy: Lightning
2 A1 094
1 A1a 068
1 A2 147
1 A2 150
1 A2 154
2 A2a 026
2 A2a 071
1 A3 058
1 A3 151
2 A3a 021
1 A3a 065
1 P-A 001
2 P-A 005
2 P-A 007

# 5a55d68b
Energy: Grass
1 A1a 068
1 A2 146
1 A2 147
1 A2 150
1 A2 155
2 A2a 071
1 A2b 071
1 A3 057
1 A3 058
2 A3 141
1 A3 151
2 A4 032
1 A4 066
2 P-A 005
2 P-A 007

# 671bfc64
Energy: Lightning
1 A1 225
1 A2 150
1 A2 155
2 A2a 025
1 A2a 026
2 A2a 071
1 A2b 071
1 A3 058
1 A3a 021
2 A4 066
1 A4 151
2 B1 225
2 P-A 005
2 P-A 007

# 71400075
Energy: Lightning
2 A1 094
1 A1a 068
1 A2 147
1 A2 150
2 A2 154
1 A2a 026
2 A2a 071
1 A3 058
2 A3a 021
2 A3a 065
2 P-A 005
1 P-A 006
2 P-A 007

# 7c6f6a78
Energy: Lightning
2 A1 094
1 A1 096
2 A1a 068
1 A2 147
2 A2 150
1 A2 155
2 A2a 026
2 A2a 071
1 A3 058
1 A3 066
1 A4 066
2 P-A 005
2 P-A 007

# 97ef12e9
Energy: Lightning
2 A1 094
2 A1a 068
1 A2 147
2 A2 150
1 A2 155
2 A2a 026
2 A2a 071
1 A3 058
1 A3 066
1 A4 066
1 A4 071
2 P-A 005
2 P-A 007

# addb764d
Energy: Lightning
2 A1 094
2 A1a 068
1 A2 147
2 A2 150
2 A2a 026
2 A2a 071
1 A3 058
1 A3 066
2 A4 066
1 A4 158
2 P-A 005
2 P-A 007

# d568f7ae
Energy: Lightning
2 A1 094
2 A1a 068
1 A2 147
2 A2 150
1 A2 155
2 A2a 026
2 A2a 071
1 A3 058
1 A3 066
2 A4 066
2 P-A 005
2 P-A 007

# f0b4f36e
Energy: Lightning
2 A1 094
1 A1a 068
1 A2 147
2 A2 150
1 A2 155
2 A2a 026
2 A2a 071
1 A2b 070
1 A3 058
1 A3 151
2 A4 066
2 P-A 005
2 P-A 007

# f4aa4a30
Energy: Lightning
1 A1a 068
1 A2 147
1 A2 150
2 A2 154
2 A2a 025
2 A2a 026
2 A2a 071
1 A3 058
2 A3a 021
2 A3a 065
2 P-A 005
2 P-A 007
