# 44152e3c
Energy: Lightning
2 A1 087
2 A1 088
2 A1 089
2 A1 104
1 A1 105
1 A1 106
2 A1 223
2 A1 225
1 A1a 032
1 P-A 002
2 P-A 005
2 P-A 007

# 5bbd1a3b
Energy: Lightning
2 A1 087
2 A1 088
2 A1 089
2 A1 102
2 A1 104
2 A1 206
1 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# 7ea4ffaa
Energy: Lightning
2 A1 087
2 A1 088
2 A1 089
2 A1 104
2 A1 105
2 A1 106
2 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# 8a23061f
Energy: Lightning
1 A1 087
1 A1 088
1 A1 089
2 A1 104
1 A1 105
1 A1 106
2 A1 211
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
2 P-A 006
2 P-A 007

# b034cb13
Energy: Lightning
2 A1 087
2 A1 088
2 A1 089
2 A1 104
2 A1 105
2 A1 106
1 A1 223
1 A1 225
1 A1a 032
1 P-A 002
2 P-A 005
2 P-A 007
