# 023a1189
Energy: Fire
1 A1 035
1 A1 047
1 A1 225
1 A2 147
1 A2 155
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
1 A3 151
2 A3 155
2 P-A 005
2 P-A 007

# 0664dfc7
Energy: Fire
1 A1 035
2 A1a 056
1 A2 147
1 A2 155
2 A2b 008
2 A2b 010
1 A2b 069
1 A2b 070
1 A2b 071
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 12fef7a5
Energy: Fire
2 A1 033
1 A1 034
1 A1 035
2 A2 148
2 A2b 010
1 A2b 071
2 A3 144
2 A3 155
1 B1 121
1 B1 223
1 B1 225
2 P-A 005
2 P-A 007

# 1be54f5f
Energy: Fire
1 A1 035
1 A2 146
1 A2 147
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A2b 070
1 A2b 071
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# 3eb5ea55
Energy: Fire
1 A1 035
1 A1 225
2 A2 147
2 A2b 008
1 A2b 009
2 A2b 010
2 A2b 069
1 A2b 070
1 A2b 071
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# 49f22597
Energy: Fire
1 A1 035
1 A2 146
1 A2 147
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A2b 070
1 A2b 071
2 A3 144
2 P-A 001
2 P-A 005
2 P-A 007

# 4b9933eb
Energy: Fire
1 A1 035
1 A1 036
1 A1 047
1 A2 146
1 A2 147
1 A2 155
2 A2b 008
1 A2b 009
1 A2b 010
1 A2b 069
2 A3 144
2 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# 75bcfce0
Energy: Fire
1 A1 035
2 A1 225
1 A2 146
1 A2 147
2 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
2 A3 155
1 P-A 005
2 P-A 006
2 P-A 007

# 7f438e2b
Energy: Fire
1 A1 033
1 A1 035
1 A2 146
2 A2 147
1 A2b 008
1 A2b 009
2 A2b 010
1 A2b 069
2 A2b 070
1 A2b 071
2 A3 144
2 A3 155
1 P-A 005
2 P-A 007

# 8441c5a5
Energy: Fire
1 A1 035
1 A2 147
1 A2 148
1 A2 154
2 A2b 008
1 A2b 009
1 A2b 010
1 A2b 069
1 A2b 071
2 A3 144
1 A3 146
1 A3 151
1 A3 155
2 P-A 001
1 P-A 005
2 P-A 007

# b2f7a228
Energy: Fire
1 A1 035
1 A1 036
1 A1 047
1 A1 225
1 A2 146
1 A2 147
1 A2 155
2 A2b 008
1 A2b 009
1 A2b 010
1 A2b 069
2 A3 144
2 A3 155
2 P-A 005
2 P-A 007

# c32f74a5
Energy: Fire
2 A1 033
1 A1 035
1 A1 036
1 A1 225
1 A2b 009
1 A2b 010
2 A3 144
2 A3 155
2 A4 032
2 A4 158
2 P-A 005
1 P-A 006
2 P-A 007

# d34b9c93
Energy: Fire
1 A1 035
1 A1 036
1 A1 225
1 A2 146
1 A2 147
1 A2 155
2 A2b 008
1 A2b 009
1 A2b 010
2 A3 144
1 A3 155
2 A4 032
1 A4 077
2 P-A 005
2 P-A 007

# e7de4e06
Energy: Fire
2 A1 033
1 A1 035
1 A1 223
1 A1 225
1 A2 146
1 A2 147
1 A2b 009
2 A2b 010
1 A2b 069
1 A2b 070
2 A3 144
1 A3 155
2 P-A 005
1 P-A 006
2 P-A 007

# ec849676
Energy: Fire
1 A1 033
1 A1 035
1 A2 146
1 A2 148
1 A2 154
1 A2b 008
2 A2b 009
2 A2b 010
1 A2b 069
2 A3 144
2 A3 155
1 P-A 001
2 P-A 005
2 P-A 007
