# 262baeef
Energy: Metal
1 A1 225
1 A1a 068
2 A2 111
2 A2 147
1 A2 148
1 A2 150
1 A2b 069
2 A3a 069
1 A4 153
1 A4 158
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# 4c3aada7
Energy: Metal
1 A1 225
2 A1a 068
2 A2 111
2 A2 147
2 A2 148
1 A2 150
1 A2 155
1 A2b 070
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079

# ee9fc1bf
Energy: Metal
2 A2 111
2 A2 148
1 A2 150
2 A3a 053
1 A3a 062
1 A3a 064
2 A3a 069
2 A4 153
2 P-A 005
1 P-A 006
2 P-A 007
2 P-A 079

# f9df6867
Energy: Metal
1 A1 223
1 A1 225
2 A1a 068
2 A2 111
2 A2 148
1 A2 150
1 A2 155
2 A3 146
2 A3a 069
2 P-A 005
2 P-A 007
2 P-A 079
