# 3291448b
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
2 B1 102
2 B1 106
1 B1 109
2 B1 115
2 B1 116
2 B1 196
1 B1 225
1 B1 226
1 B2 153
1 P-A 005
2 P-A 007

# 358b45f7
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 071
1 A4 077
1 A4a 064
2 B1 102
1 B1 106
1 B1 109
2 B1 115
2 B1 116
1 B1 196
1 B1 223
1 B1 226
2 P-A 005
2 P-A 007

# aca1a6e1
Energy: Psychic
1 A1 225
2 A2 148
1 A2 150
1 A3 080
1 A3 084
2 B1 102
2 B1 115
2 B1 116
2 B1 196
2 B1 225
2 P-A 005
2 P-A 007

# b7879cd5
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
2 B1 102
1 B1 106
2 B1 115
2 B1 116
2 B1 196
1 B1 225
1 B1 226
2 B2 124
1 B2 153
1 P-A 005
2 P-A 007

# bb7fd7b9
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 071
1 A4a 064
2 B1 102
1 B1 106
2 B1 109
2 B1 115
2 B1 116
1 B1 196
1 B1 223
1 B1 226
2 P-A 005
2 P-A 007

# ca77a216
Energy: Psychic
1 A1 225
1 A2 150
1 A2b 071
1 A4 077
2 B1 102
1 B1 106
1 B1 109
2 B1 115
2 B1 116
2 B1 196
1 B1 223
1 B1 226
2 P-A 005
2 P-A 007

# e09c7365
Energy: Psychic
1 A1 225
1 A2 150
2 B1 102
1 B1 109
2 B1 115
2 B1 116
1 B1 121
2 B1 196
2 B1 225
1 B1 226
1 B1a 069
1 P-A 005
1 P-A 006
2 P-A 007

# fc01c867
Energy: Psychic
1 A1 225
1 A2 150
1 A2 155
2 B1 102
1 B1 106
2 B1 109
2 B1 115
2 B1 116
2 B1 196
1 B1 225
1 B1 226
1 B2 153
1 P-A 005
2 P-A 007
