# 02feaa25
Energy: Metal
1 A1 178
2 A1 179
2 A1 180
2 A1 191
2 A1 192
1 A1 223
1 A1 225
2 P-A 001
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 89a9250a
Energy: Metal
1 A1 178
2 A1 179
2 A1 180
2 A1 181
1 A1 182
2 A1 191
2 A1 192
2 A1 225
2 P-A 002
2 P-A 005
2 P-A 007

# a7ad946b
Energy: Metal
2 A1 178
2 A1 179
2 A1 180
2 A1 191
2 A1 192
1 A1 223
2 A1 225
1 P-A 001
2 P-A 002
2 P-A 005
2 P-A 007

# d3af3a0d
Energy: Metal
2 A1 179
2 A1 180
1 A1 181
1 A1 182
2 A1 191
2 A1 192
1 A1 223
2 A1 225
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# eb095510
Energy: Metal
2 A1 178
2 A1 179
2 A1 180
2 A1 181
1 A1 182
2 A1 191
2 A1 192
2 A1 225
1 P-A 001
2 P-A 005
2 P-A 007
