# 4d6bda4e
Energy: Psychic
1 A2 155
1 A2b 071
2 A2b 072
2 A3 074
2 A3 075
1 A3 077
2 A3 144
2 A3a 054
2 A3a 056
2 P-A 005
1 P-A 006
2 P-A 007

# 5967c9f9
Energy: Psychic
1 A1a 065
1 A2 146
1 A2 155
2 A2b 072
2 A3 074
2 A3 075
1 A3 077
2 A3 144
2 A3a 054
2 A3a 056
2 P-A 005
2 P-A 007

# 6d29d5d6
Energy: Psychic
2 A2 147
1 A2 150
1 A2 155
1 A2b 035
2 A3 074
2 A3 075
2 A3 144
1 A3 151
2 A3a 054
2 A3a 056
2 P-A 005
2 P-A 007

# a7121d07
Energy: Psychic
1 A2 147
1 A2 150
1 A2 155
1 A2b 035
2 A3 074
2 A3 075
1 A3 084
2 A3 144
1 A3 151
2 A3a 054
2 A3a 056
2 P-A 005
2 P-A 007
