# 14caacaa
Energy: Lightning
1 A2 150
1 B1 109
1 B1 225
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
2 B1a 066
2 B1a 068
1 P-A 002
2 P-A 005
2 P-A 007

# 24cf4253
Energy: Lightning
2 A2 148
1 A2 150
2 B1 225
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
2 B1a 066
1 B1a 068
2 P-A 005
2 P-A 007

# 6e04139f
Energy: Lightning
1 A2 150
1 A4 151
1 B1 226
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
2 B1a 066
2 B1a 068
1 B2 153
1 P-A 002
1 P-A 005
2 P-A 007

# 71e06631
Energy: Lightning
2 A2 150
1 A4 156
1 B1 226
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
2 B1a 066
2 B1a 068
2 P-A 005
2 P-A 007

# 81244173
Energy: Lightning
2 A2 150
2 A3a 021
2 A4 151
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
2 B1a 066
2 P-A 005
2 P-A 007

# 9fc86f8e
Energy: Lightning
2 A2 150
1 A3a 064
2 B1 225
2 B1a 024
2 B1a 025
1 B1a 028
1 B1a 029
2 B1a 066
2 B1a 068
1 B2 153
1 P-A 002
1 P-A 005
2 P-A 007

# a3c90078
Energy: Lightning
2 A2 150
1 A3 066
1 B1 226
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
1 B1a 065
2 B1a 066
1 B1a 068
2 P-A 005
2 P-A 007

# a99cf6c0
Energy: Lightning
1 A1 225
2 A2 150
1 A2 155
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
2 B1a 066
2 B1a 068
2 P-A 005
2 P-A 007

# ca80b6f8
Energy: Lightning
1 A2 150
1 A3 066
1 A3a 021
1 A4 151
1 B1 225
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
2 B1a 066
2 B1a 068
1 B2 153
1 P-A 005
1 P-A 007

# d5989245
Energy: Lightning
2 A2 150
1 A3 066
1 B1 223
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
1 B1a 065
2 B1a 066
1 B1a 068
2 P-A 005
2 P-A 007

# f909a533
Energy: Lightning
1 A2 150
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
2 B1a 066
2 B1a 068
1 B2 153
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# f95a801d
Energy: Lightning
1 A1 225
1 A2 150
1 A2 155
1 A3a 065
1 A4 066
2 B1a 024
2 B1a 025
2 B1a 028
2 B1a 029
2 B1a 066
1 B1a 068
2 P-A 005
2 P-A 007
