# 1510b8f6
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
2 A1 172
2 A1 173
1 A1 223
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# 4a63df19
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
2 A1 172
2 A1 173
1 A1 223
2 A1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# c4cc7d41
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
2 A1 172
2 A1 173
1 A1 204
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# d3ed7109
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
2 A1 172
2 A1 173
1 A1 203
2 A1 225
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# df7c5474
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
2 A1 172
2 A1 173
1 A1 203
2 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
2 P-A 007

# ef8e55c2
Energy: Psychic
2 A1 120
2 A1 123
2 A1 172
2 A1 173
2 A1 225
2 P-A 001
2 P-A 005
2 P-A 006
2 P-A 007
2 P-A 020

# fb7c01b0
Energy: Psychic
2 A1 120
2 A1 121
2 A1 123
2 A1 172
2 A1 173
1 A1 203
1 A1 225
2 P-A 001
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
