# 076793d0
Energy: Metal
2 A1 224
1 A1 225
1 A2 022
1 A2 150
1 A2 155
1 A2a 069
1 A2b 070
1 A2b 071
1 A4 157
2 B1 219
2 B1a 038
2 B1a 052
2 P-A 005
2 P-A 007

# 6261403d
Energy: Metal
2 A1 224
2 A2 022
1 A2 150
1 A2b 070
2 B1 219
2 B1 225
2 B1a 038
2 B1a 052
1 B2b 069
1 P-A 002
2 P-A 005
2 P-A 007

# 9ca26fde
Energy: Metal
2 A1 224
2 A2 022
1 A2 150
1 A2 155
1 A2b 070
1 A4 066
1 A4 153
1 B1 219
1 B1 225
2 B1a 038
2 B1a 052
1 B3 147
2 P-A 005
2 P-A 007

# cd45288b
Energy: Metal
2 A1 224
1 A1 225
2 A2 022
1 A2 150
1 A2b 070
1 A3 142
1 A4 153
1 B1 219
2 B1 225
2 B1a 038
1 B1a 052
1 B2 154
1 P-A 001
1 P-A 005
2 P-A 007

# f11ad2be
Energy: Metal
2 A1 224
2 A2 022
1 A2 150
2 A2b 070
2 B1 219
1 B1 225
2 B1a 038
2 B1a 052
2 P-A 001
2 P-A 005
2 P-A 007

# f6bb3a93
Energy: Metal
2 A1 224
2 A2 022
2 A2b 070
1 A4 092
2 B1 219
2 B1 225
1 B1a 038
2 B1a 052
2 B2 145
2 P-A 005
2 P-A 007
