# 0298457e
Energy: Psychic
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A2b 035
2 A2b 071
2 A3a 060
2 A3a 061
1 A3a 064
2 A3a 067
1 A4a 023
2 P-A 005
2 P-A 007

# 0344ee0b
Energy: Psychic
1 A2 147
1 A2 148
1 A2 150
2 A2 155
1 A2b 035
2 A2b 071
1 A2b 072
2 A3a 060
2 A3a 061
2 A3a 067
1 A4a 023
2 P-A 005
2 P-A 007

# 046a412a
Energy: Psychic
1 A1a 068
2 A2 147
1 A2 150
1 A2b 035
1 A2b 070
1 A3 077
1 A3 084
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
1 P-A 006
2 P-A 007

# 05f6f5ba
Energy: Psychic
1 A1 225
1 A1a 068
1 A2 147
1 A2 150
1 A2 155
1 A2b 035
2 A2b 070
1 A2b 071
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
1 P-A 005
1 P-A 006
2 P-A 007

# 07bada5c
Energy: Psychic
2 A1 205
1 A1 223
1 A1 225
1 A2 147
1 A2 150
1 A2 154
1 A2 155
1 A2b 035
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 13df2923
Energy: Psychic
1 A1 223
1 A1 225
1 A1a 068
2 A2 147
1 A2 150
1 A2 155
1 A2b 035
1 A2b 070
1 A2b 071
1 A3 151
2 A3a 060
2 A3a 061
2 A3a 067
1 P-A 005
2 P-A 007

# 173c641e
Energy: Psychic
1 A1 225
1 A2 078
2 A2 147
2 A2 148
1 A2 150
1 A2 154
1 A2b 035
1 A2b 070
1 A2b 071
1 A3 151
2 A3a 060
2 A3a 061
1 A3a 067
2 P-A 005
1 P-A 007

# 17c5df50
Energy: Darkness, Psychic
1 A1 223
1 A1 225
1 A1a 068
1 A2 155
1 A2b 035
1 A2b 070
2 A3 146
2 A3a 042
2 A3a 060
2 A3a 061
2 A3a 067
2 P-A 005
2 P-A 007

# 17e09e97
Energy: Psychic
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2b 035
2 A2b 071
1 A2b 072
2 A3a 060
2 A3a 061
2 A3a 067
1 A4a 023
2 P-A 005
1 P-A 006
2 P-A 007

# 1f019d05
Energy: Psychic
1 A1 223
1 A1 225
1 A1a 068
1 A2 147
1 A2 150
1 A2 155
1 A2b 035
1 A2b 070
1 A2b 071
2 A3a 060
2 A3a 061
2 A3a 067
1 P-A 001
2 P-A 005
2 P-A 007

# 200d2633
Energy: Lightning, Psychic
1 A1 223
2 A1 225
2 A1a 068
1 A2 147
1 A2 150
1 A2 154
1 A2 155
1 A2b 035
1 A3 066
2 A3a 060
2 A3a 061
1 A3a 067
2 P-A 005
2 P-A 007

# 22ef6d89
Energy: Psychic
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A2b 035
2 A2b 071
2 A3a 060
2 A3a 061
2 A3a 067
1 A4 158
1 A4a 023
2 P-A 005
2 P-A 007

# 27af7b6c
Energy: Psychic
1 A1 223
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A2b 035
1 A2b 071
2 A3a 060
2 A3a 061
2 A3a 067
1 B1 121
1 B1 225
2 P-A 005
2 P-A 007

# 28833b3b
Energy: Psychic
1 A1 225
2 A2 148
1 A2 150
1 A2 155
1 A2b 035
2 A2b 071
1 A2b 072
2 A3a 060
2 A3a 061
2 A3a 067
1 A4 032
2 P-A 005
2 P-A 007

# 2aa7ebce
Energy: Psychic
2 A1 225
1 A1a 068
1 A2 147
2 A2 154
1 A2a 071
1 A2b 035
1 A2b 070
1 A2b 071
1 A3 084
2 A3a 060
2 A3a 061
1 A3a 067
1 P-A 001
