# 13c6f867
Energy: Water
1 A2 150
1 A2b 070
2 A4a 021
2 A4a 022
2 B1 184
1 B1 219
1 B1 225
1 B2 124
1 B2 145
1 B2 153
2 B3 037
1 B3 152
2 P-A 005
2 P-A 007

# 1c5ba5e9
Energy: Water
2 A2 147
1 A2 150
2 A4a 021
2 A4a 022
2 B1 184
2 B1 225
1 B1 226
1 B2 153
2 B3 037
2 B3 152
1 P-A 005
2 P-A 007

# 2bb5dcf0
Energy: Water
1 A2 150
1 A2b 070
1 A3 142
2 A4a 021
2 A4a 022
2 B1 184
2 B1 219
1 B1 225
2 B3 037
2 B3 152
1 P-A 001
1 P-A 005
2 P-A 007

# 2ead6657
Energy: Water
1 A2 150
1 A2b 070
2 A4a 021
2 A4a 022
2 B1 184
2 B1 219
2 B1 225
2 B2 145
2 B3 037
2 B3 152
2 P-A 007

# 45887f64
Energy: Water
1 A2 150
1 A2b 070
2 A4a 021
2 A4a 022
2 B1 184
2 B1 219
2 B1 225
1 B2 145
2 B3 037
2 B3 152
1 P-A 005
2 P-A 007

# 8b0dd4c7
Energy: Water
1 A2 150
1 A2a 072
2 A4a 021
2 A4a 022
2 B1 184
1 B1 219
2 B1 226
2 B2 145
1 B2 150
2 B3 037
2 B3 152
2 P-A 007

# c879001d
Energy: Water
1 A2 150
1 A2b 070
2 A4a 021
2 A4a 022
2 B1 184
2 B1 219
2 B1 225
2 B3 037
2 B3 152
1 P-A 001
1 P-A 005
2 P-A 007

# d0be9947
Energy: Water
1 A2 150
2 A4a 021
2 A4a 022
2 B1 184
1 B1 219
2 B1 225
1 B2 153
2 B3 037
1 B3 147
2 B3 152
2 P-A 005
2 P-A 007

# d1122c30
Energy: Water
1 A2 150
2 A4a 021
2 A4a 022
2 B1 184
2 B1 219
1 B1 225
1 B1 226
1 B2 150
1 B2 153
2 B3 037
2 B3 152
1 P-A 005
2 P-A 007

# ead3790a
Energy: Water
1 A2 147
1 A2 150
2 A4a 021
2 A4a 022
2 B1 184
1 B1 219
2 B1 225
2 B3 037
1 B3 147
2 B3 152
2 P-A 005
2 P-A 007

# f2987d11
Energy: Water
2 A3b 066
2 A4a 021
2 A4a 022
2 B1 184
2 B1 219
1 B1 225
2 B1 226
1 B2 150
2 B3 037
1 B3 152
1 P-A 005
2 P-A 007
