# 1910a017
Energy: Grass
1 A1 025
1 A1 198
1 A1 219
1 A1 223
1 A1 225
1 A1a 001
1 A1a 002
1 A1a 068
1 A2 146
1 A2 147
1 A2 148
1 A2 150
1 A2 155
1 A2a 063
1 A2a 074
1 P-A 002
2 P-A 005
2 P-A 007

# 52479cca
Energy: Grass, Water
2 A1 219
2 A1 225
2 A1a 001
2 A1a 002
1 A2 146
2 A2 147
1 A2 150
2 A2a 072
2 P-A 001
2 P-A 005
2 P-A 007

# 87b1404b
Energy: Grass, Water
1 A1 225
2 A1a 001
2 A1a 002
1 A1a 068
1 A2 050
1 A2 146
2 A2 148
1 A2 150
1 A2a 072
2 A2b 070
1 P-A 002
2 P-A 005
2 P-A 007
1 P-A 063

# c27e930d
Energy: Grass
2 A1 219
2 A1a 002
1 A1a 068
1 A2 022
1 A2 146
2 A2 148
2 A2 154
2 A3 001
1 A3 024
1 A3 147
1 P-A 001
1 P-A 002
2 P-A 005
1 P-A 007

# e5aa6455
Energy: Grass
2 A1 219
2 A1 225
2 A1a 001
2 A1a 002
1 A2 022
1 A2 146
2 A3 147
1 A3 151
2 P-A 001
2 P-A 005
1 P-A 006
2 P-A 007

# e6788a3b
Energy: Grass
2 A1 219
1 A1 225
2 A1a 001
2 A1a 002
2 A2 146
2 A2 147
1 A2 150
1 A2 155
1 A2b 069
2 P-A 001
1 P-A 005
1 P-A 006
2 P-A 007
