# 679ef05a
Energy: Lightning, Water
1 A1 225
1 A1a 068
1 A2 155
2 A3 144
2 A3 155
2 A3a 026
2 A3a 027
2 A3b 051
1 A3b 052
2 A3b 053
2 P-A 005
2 P-A 007

# 887d2e56
Energy: Lightning, Water
1 A1 184
1 A1 216
1 A1 217
2 A1a 068
1 A2 147
1 A3 016
1 A3 066
2 A3 144
1 A3 155
1 A3a 027
2 A3b 051
2 A3b 053
2 P-A 005
2 P-A 007

# a50296f5
Energy: Lightning, Water
2 A1 183
1 A1 225
1 A1a 068
2 A3 016
1 A3 066
2 A3 144
1 A3 155
2 A3a 027
1 A3b 052
2 A3b 053
2 P-A 005
1 P-A 006
2 P-A 007

# a61740c4
Energy: Lightning, Water
1 A1 183
2 A1 216
1 A2b 069
2 A3 016
2 A3 144
2 A3 155
2 A3a 027
1 A3b 053
2 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007
