# 03a4f84c
Energy: Lightning
1 A2 147
2 A2 150
2 A3 066
1 A3 151
2 A3a 021
1 A4 151
2 B1 081
2 B1 184
2 B1 225
1 B2 154
2 P-A 005
2 P-A 007

# 15248393
Energy: Lightning
1 A2 147
2 A2 150
1 A2 155
2 A3 066
2 A3a 021
2 A4 151
2 B1 081
2 B1 184
1 B1 223
1 P-A 002
2 P-A 005
2 P-A 007

# 1d57820e
Energy: Lightning
1 A2 150
1 A2b 071
2 A3 066
2 A3a 021
1 A3a 065
2 A4 151
2 B1 081
2 B1 184
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 216741fe
Energy: Lightning
1 A1 225
2 A2 148
1 A2 150
1 A2b 070
2 A3 066
1 A3 151
1 A4 151
2 B1 081
2 B1 184
1 B1 225
1 B2 145
1 B2a 086
1 B2a 093
1 P-A 005
2 P-A 007

# 2fc031d5
Energy: Lightning
2 A2 150
1 A2 155
2 A3 066
2 A3a 021
1 A3a 065
1 A4 151
2 B1 081
2 B1 184
1 B1 225
1 B2 153
1 B2 154
2 P-A 005
2 P-A 007

# 38d40b50
Energy: Lightning
2 A2 150
2 A3 066
2 A3a 021
2 A4 151
2 B1 081
2 B1 184
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 3b73de72
Energy: Lightning
1 A2 147
2 A2 150
1 A2 155
2 A3 066
2 A3a 021
2 A4 151
2 B1 081
2 B1 184
2 B1 225
2 P-A 005
2 P-A 007

# 3ff75efc
Energy: Lightning
2 A2 147
1 A2 150
2 A3 066
1 A3a 021
2 A3b 066
1 A4 151
2 B1 081
2 B1 184
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 536628ea
Energy: Lightning
1 A1 225
2 A2 148
2 A2 150
2 A3 066
2 A3a 021
2 A4 151
2 B1 081
2 B1 184
1 B1 225
2 P-A 005
2 P-A 007

# 53668dbc
Energy: Lightning
1 A2 147
2 A2 150
2 A3 066
1 A3 151
2 A3a 021
2 A4 151
2 B1 081
2 B1 184
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 56dcfc59
Energy: Lightning
2 A2 148
1 A2 150
2 A2b 070
2 A3 066
1 A3 151
2 B1 081
2 B1 184
2 B1 225
1 B1 226
1 P-A 002
1 P-A 005
1 P-A 006
2 P-A 007

# 5a31a9bc
Energy: Lightning
2 A2 150
1 A2 155
2 A3 066
2 A3a 021
2 A4 151
2 B1 081
2 B1 184
1 B1 223
1 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 70b78168
Energy: Lightning
2 A2 147
2 A2 150
1 A2 155
2 A3 066
2 A3a 021
1 A3b 066
1 A4 151
2 B1 081
2 B1 184
1 B1 225
2 P-A 005
2 P-A 007

# 7532b925
Energy: Lightning
2 A2 150
1 A2 155
2 A3 066
1 A3 151
2 A3a 021
2 A4 151
2 B1 081
2 B1 184
1 B1 223
1 P-A 002
2 P-A 005
2 P-A 007

# 7d8482df
Energy: Lightning
1 A2 147
1 A2 148
2 A2 150
1 A2 155
1 A2b 070
2 A3 066
1 A3b 066
2 A4 151
2 B1 081
2 B1 184
1 B1 223
1 B1 225
1 P-A 005
2 P-A 007

# 8257557d
Energy: Lightning
2 A2 148
2 A2 150
1 A2b 070
2 A3 066
1 A3a 021
2 A3b 066
1 A4 151
2 B1 081
2 B1 184
1 B1 225
1 P-A 005
1 P-A 006
2 P-A 007

# 94ee9fd1
Energy: Lightning
2 A2 147
2 A2 150
1 A2 155
1 A2b 070
2 A3 066
2 A3b 066
1 A4 151
2 B1 081
2 B1 184
1 B1 225
2 P-A 005
2 P-A 007

# 94fe7dd8
Energy: Lightning
1 A2 147
1 A2 148
1 A2 150
2 A2b 070
1 A2b 071
2 A3 066
1 A3 151
2 B1 081
2 B1 184
1 B1 223
1 P-A 002
2 P-A 005
1 P-A 006
2 P-A 007

# 9548f8bc
Energy: Lightning
1 A1 225
2 A2 147
2 A2 150
1 A2b 070
2 A3 066
1 A3a 021
1 A4 151
2 B1 081
2 B1 184
1 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# 97eb07d4
Energy: Lightning
1 A2 147
2 A2 150
2 A3 066
2 A3a 021
2 A4 151
2 B1 081
2 B1 184
2 B1 225
1 P-A 002
2 P-A 005
2 P-A 007

# 98e65a64
Energy: Lightning
2 A2 150
1 A2 155
2 A3 066
2 A3a 021
2 A3b 066
2 A4 151
2 B1 081
2 B1 184
2 P-A 005
1 P-A 006
2 P-A 007

# a332fbc0
Energy: Lightning
1 A2 147
2 A2 150
2 A3 066
2 A3a 021
2 A4 151
2 B1 081
2 B1 184
2 B1 225
2 P-A 005
1 P-A 006
2 P-A 007

# a62fa465
Energy: Lightning
2 A2 147
2 A2 150
2 A2 155
2 A2b 070
2 A3 066
2 B1 081
2 B1 184
1 P-A 002
2 P-A 005
