# 0e07b1ec
Energy: Metal
1 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 150
1 A2a 075
2 A2b 036
2 A2b 057
1 A2b 070
2 P-A 002
2 P-A 005
2 P-A 007

# 2be4f37d
Energy: Metal
1 A1 225
2 A2 111
1 A2 146
2 A2 147
2 A2 148
1 A2 150
2 A2b 036
1 A2b 055
1 A2b 056
1 A2b 057
1 A2b 070
1 P-A 002
2 P-A 005
2 P-A 007

# 3204980a
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 150
1 A2a 075
2 A2b 036
2 A2b 057
2 P-A 002
2 P-A 005
2 P-A 007

# 5d976b36
Energy: Metal
2 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 150
2 A2b 036
2 A2b 057
1 A2b 069
2 P-A 002
2 P-A 005
2 P-A 007

# 7aa0b7e0
Energy: Metal
1 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 150
2 A2b 036
2 A2b 057
2 A2b 070
2 A2b 111
1 P-A 001
1 P-A 002
2 P-A 007

# 7f273107
Energy: Metal
2 A1 223
2 A1 225
1 A1a 068
2 A2 111
2 A2 147
2 A2 150
2 A2b 036
2 A2b 057
2 P-A 005
1 P-A 006
2 P-A 007

# 93e16ae3
Energy: Metal
2 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 150
2 A2b 036
2 A2b 057
2 A2b 069
2 P-A 005
1 P-A 006
2 P-A 007

# a0e71dda
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 155
1 A2a 069
1 A2a 075
2 A2b 036
2 A2b 057
1 P-A 001
2 P-A 005
2 P-A 007

# d68dfb41
Energy: Metal
1 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 150
1 A2a 073
2 A2a 075
2 A2b 036
2 A2b 057
1 A2b 069
2 P-A 005
2 P-A 007

# ef2bf858
Energy: Metal
1 A1 223
1 A1 225
2 A2 111
2 A2 147
2 A2 148
1 A2 155
1 A2a 075
2 A2b 036
2 A2b 057
1 A2b 072
1 P-A 001
2 P-A 005
2 P-A 007
