# 12d7c655
Energy: Metal
2 A2 119
1 A2 148
1 A2 150
2 A2b 055
2 A4 153
2 B1 225
1 B2 153
1 B2b 001
1 B2b 047
2 B2b 050
1 P-A 002
2 P-A 005
2 P-A 007

# 28fc90a8
Energy: Metal
1 A1 225
2 A2 119
1 A2 148
1 A2 150
2 A4 153
2 B1 225
1 B2 153
1 B2b 001
1 B2b 047
2 B2b 049
2 B2b 050
2 P-A 005
2 P-A 007

# 61b21fc2
Energy: Metal
1 A1 225
2 A2 119
1 A2 150
1 A2b 071
2 A4 153
1 B1 225
1 B2 145
1 B2 153
2 B2a 075
1 B2b 001
1 B2b 047
2 B2b 050
2 P-A 005
2 P-A 007

# 7276b34d
Energy: Metal
2 A2 119
1 A2 148
1 A2 150
2 A4 153
2 B1 225
1 B2 153
2 B2a 075
1 B2b 001
1 B2b 047
2 B2b 050
1 P-A 002
2 P-A 005
2 P-A 007

# 7410be24
Energy: Metal
1 A1 225
2 A2 119
1 A2 148
1 A2 150
2 B1 225
2 B2 145
2 B2 148
1 B2b 001
1 B2b 047
1 B2b 050
1 B2b 069
2 P-A 005
2 P-A 007
1 P-B 044

# fa0bd4af
Energy: Metal
2 A2 119
1 A2 150
1 A2b 071
2 A4 153
2 B1 225
2 B2 148
1 B2 153
2 B2a 075
1 B2b 001
1 B2b 047
2 B2b 050
1 P-A 005
2 P-A 007
